# # xx, g_mean, g_median, r_mean, r_median
2.928627, 83.779748, 75.271973, 341.580119, 293.921478
8.785881, 24.015644, 22.037325, 86.392254, 78.477200
14.643134, 9.800400, 9.454161, 34.234493, 32.873957
20.500388, 5.154736, 5.107267, 17.713686, 17.451376
26.357642, 3.165063, 3.171582, 10.590648, 10.539204
32.214896, 2.059169, 2.056690, 6.795266, 6.771949
38.072150, 1.413068, 1.420713, 4.659132, 4.692737
43.929403, 1.015092, 1.041735, 3.373060, 3.479022
49.786657, 0.800859, 0.809998, 2.610411, 2.703349
55.643911, 0.633870, 0.645563, 2.096205, 2.199153
61.501165, 0.512375, 0.575351, 1.593520, 1.853071
67.358419, 0.418572, 0.481474, 1.307291, 1.569400
73.215672, 0.391591, 0.413103, 1.188457, 1.330465
79.072926, 0.360420, 0.361854, 1.099895, 1.170868
84.930180, 0.281937, 0.336843, 0.982414, 1.049633
90.787434, 0.220148, 0.305668, 0.880128, 0.960674
96.644688, 0.206781, 0.282615, 0.791533, 0.868962
102.501941, 0.236877, 0.252464, 0.696049, 0.798658
108.359195, 0.227696, 0.232026, 0.690483, 0.750713
114.216449, 0.197053, 0.209195, 0.654358, 0.694836
120.073703, 0.034112, 0.205042, 0.520589, 0.644302
125.930957, 0.062329, 0.188432, 0.467905, 0.599117
131.788210, 0.127690, 0.175606, 0.453978, 0.553078
137.645464, 0.131924, 0.167130, 0.440399, 0.516120
143.502718, 0.149405, 0.156379, 0.453817, 0.484094
149.359972, 0.149601, 0.152723, 0.429615, 0.459371
155.217226, 0.123804, 0.137496, 0.378216, 0.435458
161.074479, 0.138366, 0.133941, 0.385951, 0.415456
166.931733, 0.130475, 0.129932, 0.343276, 0.394711
172.788987, 0.114183, 0.119419, 0.310050, 0.383427
178.646241, 0.107184, 0.116574, 0.336866, 0.365813
184.503494, 0.022991, 0.118317, 0.308269, 0.347275
190.360748, 0.029954, 0.107086, 0.280520, 0.327733
196.218002, 0.095808, 0.100069, 0.286352, 0.307994
202.075256, 0.112756, 0.098234, 0.301560, 0.301517
207.932510, 0.107026, 0.095517, 0.290862, 0.297180
213.789763, 0.094448, 0.087881, 0.279719, 0.279250
219.647017, 0.092391, 0.086671, 0.283491, 0.281102
225.504271, 0.103758, 0.089959, 0.276108, 0.272189
231.361525, 0.096693, 0.088695, 0.257121, 0.271005
237.218779, 0.087731, 0.086317, 0.233075, 0.260153
243.076032, 0.080062, 0.085137, 0.236033, 0.246768
248.933286, 0.099348, 0.083594, 0.249146, 0.236965
254.790540, 0.101863, 0.082575, 0.250085, 0.235419
260.647794, 0.089277, 0.074016, 0.230376, 0.224676
266.505048, 0.069972, 0.067966, 0.200833, 0.219480
272.362301, 0.047374, 0.066686, 0.197783, 0.209538
278.219555, 0.028165, 0.065759, 0.187057, 0.201335
284.076809, 0.062631, 0.063013, 0.181336, 0.196521
289.934063, 0.042397, 0.054849, 0.137410, 0.187635
295.791317, 0.066423, 0.055864, 0.179187, 0.182927
301.648570, 0.066097, 0.054828, 0.189312, 0.183991
307.505824, 0.065559, 0.057409, 0.182772, 0.183239
313.363078, 0.056984, 0.051342, 0.174735, 0.177057
319.220332, 0.063276, 0.051301, 0.177000, 0.169819
325.077586, 0.056541, 0.048898, 0.159782, 0.164324
330.934839, 0.036260, 0.048289, 0.105553, 0.159325
336.792093, 0.038578, 0.043485, 0.127389, 0.156508
342.649347, 0.042646, 0.041361, 0.155467, 0.158016
348.506601, 0.035207, 0.044718, 0.166773, 0.158601
354.363854, 0.018936, 0.040006, 0.125851, 0.152297
360.221108, 0.027582, 0.038561, 0.141566, 0.145684
366.078362, 0.046914, 0.036131, 0.154339, 0.142918
371.935616, 0.049969, 0.036325, 0.156042, 0.145062
377.792870, 0.043604, 0.036101, 0.141420, 0.141127
383.650123, 0.038894, 0.034382, 0.129625, 0.134277
389.507377, 0.029434, 0.030788, 0.135373, 0.130846
395.364631, 0.029480, 0.032340, 0.147625, 0.130639
401.221885, 0.028661, 0.030082, 0.135906, 0.127283
407.079139, 0.027254, 0.027038, 0.115154, 0.121249
412.936392, 0.023737, 0.026539, 0.105071, 0.121989
418.793646, 0.015999, 0.027707, 0.095507, 0.120496
424.650900, 0.004682, 0.024258, 0.084985, 0.117695
430.508154, 0.000222, 0.026707, 0.073693, 0.113572
436.365408, 0.030062, 0.027189, 0.116928, 0.114092
442.222661, 0.031748, 0.025085, 0.124487, 0.118081
448.079915, 0.013600, 0.022232, 0.120410, 0.111456
453.937169, 0.019676, 0.024806, 0.095556, 0.104453
459.794423, 0.029652, 0.020802, 0.101913, 0.102441
465.651677, 0.036159, 0.017969, 0.107885, 0.102101
471.508930, 0.038909, 0.020828, 0.114911, 0.105802
477.366184, 0.016764, 0.017213, 0.090641, 0.102073
483.223438, -0.003806, 0.017752, 0.074250, 0.095481
489.080692, 0.015336, 0.012818, 0.085542, 0.093463
494.937946, 0.022855, 0.016339, 0.096076, 0.093960
500.795199, 0.023549, 0.016854, 0.092045, 0.091085
506.652453, 0.031653, 0.021243, 0.093417, 0.086591
512.509707, 0.023516, 0.022753, 0.093178, 0.088775
518.366961, 0.025798, 0.019513, 0.093941, 0.091037
524.224214, 0.030868, 0.020954, 0.086525, 0.092428
530.081468, 0.021109, 0.022946, 0.078902, 0.094726
535.938722, 0.010635, 0.020319, 0.064847, 0.087711
541.795976, 0.019147, 0.018300, 0.082724, 0.084545
547.653230, 0.036558, 0.024010, 0.104990, 0.091404
553.510483, 0.033303, 0.025024, 0.101466, 0.092537
559.367737, 0.022954, 0.018379, 0.084953, 0.089916
565.224991, 0.018018, 0.016767, 0.081771, 0.080589
