# # xx, g_mean, g_median, r_mean, r_median
2.928627, 83.746860, 75.220378, 341.292719, 293.698351
8.785881, 24.013285, 22.032644, 86.330820, 78.428894
14.643134, 9.809979, 9.459725, 34.243842, 32.878292
20.500388, 5.160456, 5.110219, 17.717330, 17.450487
26.357642, 3.165467, 3.173392, 10.581506, 10.533102
32.214896, 2.056457, 2.054583, 6.782973, 6.761519
38.072150, 1.408739, 1.416569, 4.644789, 4.671573
43.929403, 1.015617, 1.041474, 3.370348, 3.475036
49.786657, 0.803855, 0.810862, 2.613528, 2.703539
55.643911, 0.638762, 0.649604, 2.100442, 2.198304
61.501165, 0.514341, 0.579826, 1.590723, 1.854531
67.358419, 0.418355, 0.483265, 1.302629, 1.571675
73.215672, 0.390381, 0.413882, 1.186584, 1.332135
79.072926, 0.360622, 0.363605, 1.097185, 1.170557
84.930180, 0.280998, 0.337456, 0.979573, 1.047408
90.787434, 0.217350, 0.305537, 0.877241, 0.958491
96.644688, 0.205202, 0.282366, 0.790448, 0.867872
102.501941, 0.235973, 0.250854, 0.693460, 0.797414
108.359195, 0.227189, 0.231424, 0.688170, 0.748202
114.216449, 0.194897, 0.208086, 0.650557, 0.691535
120.073703, 0.028755, 0.203822, 0.512410, 0.640241
125.930957, 0.058819, 0.187522, 0.461913, 0.595902
131.788210, 0.126648, 0.175923, 0.450843, 0.551803
137.645464, 0.131176, 0.167162, 0.437467, 0.515760
143.502718, 0.147789, 0.155616, 0.449595, 0.481924
149.359972, 0.147205, 0.151515, 0.424686, 0.456561
155.217226, 0.122738, 0.136852, 0.375655, 0.434322
161.074479, 0.138114, 0.133310, 0.385307, 0.414025
166.931733, 0.130172, 0.129842, 0.342139, 0.393282
172.788987, 0.113087, 0.119078, 0.305224, 0.380808
178.646241, 0.105355, 0.115549, 0.332654, 0.362393
184.503494, 0.019897, 0.117635, 0.305439, 0.344807
190.360748, 0.026484, 0.105735, 0.276140, 0.324927
196.218002, 0.093488, 0.098607, 0.281092, 0.304700
202.075256, 0.111088, 0.096811, 0.297004, 0.299178
207.932510, 0.105655, 0.094583, 0.287693, 0.294756
213.789763, 0.093384, 0.087460, 0.276437, 0.277198
219.647017, 0.091720, 0.086039, 0.280296, 0.278860
225.504271, 0.103568, 0.090326, 0.273334, 0.270309
231.361525, 0.095918, 0.088640, 0.254464, 0.269083
237.218779, 0.086834, 0.086188, 0.230862, 0.258722
243.076032, 0.080004, 0.085694, 0.235059, 0.245509
248.933286, 0.099651, 0.083810, 0.249365, 0.236200
254.790540, 0.102004, 0.082797, 0.251107, 0.234738
260.647794, 0.089924, 0.074505, 0.232306, 0.224460
266.505048, 0.070975, 0.068476, 0.201390, 0.218516
272.362301, 0.046816, 0.066281, 0.196523, 0.208112
278.219555, 0.027308, 0.066016, 0.184900, 0.199763
284.076809, 0.062346, 0.063098, 0.178816, 0.194204
289.934063, 0.040808, 0.053957, 0.133672, 0.185337
295.791317, 0.064812, 0.054703, 0.174776, 0.178822
301.648570, 0.065491, 0.054122, 0.186784, 0.181327
307.505824, 0.065986, 0.056615, 0.181880, 0.180583
313.363078, 0.055922, 0.050117, 0.172144, 0.174350
319.220332, 0.062588, 0.050673, 0.173609, 0.166288
325.077586, 0.055625, 0.048159, 0.156719, 0.161550
330.934839, 0.035116, 0.047912, 0.101417, 0.156860
336.792093, 0.036961, 0.042161, 0.123154, 0.153465
342.649347, 0.040454, 0.039866, 0.151165, 0.154843
348.506601, 0.032354, 0.042638, 0.160630, 0.154311
354.363854, 0.016964, 0.038460, 0.120973, 0.148190
360.221108, 0.024882, 0.036704, 0.135992, 0.141777
366.078362, 0.044740, 0.034251, 0.149851, 0.139074
371.935616, 0.049313, 0.035288, 0.154737, 0.142805
377.792870, 0.042464, 0.035276, 0.138116, 0.138175
383.650123, 0.037655, 0.033432, 0.125973, 0.131475
389.507377, 0.027946, 0.029919, 0.132040, 0.128067
395.364631, 0.028470, 0.032104, 0.144797, 0.128342
401.221885, 0.028370, 0.029998, 0.134275, 0.124943
407.079139, 0.026766, 0.026684, 0.113010, 0.118693
412.936392, 0.023415, 0.026410, 0.102687, 0.119779
418.793646, 0.015704, 0.027474, 0.092504, 0.117744
424.650900, 0.011012, 0.023434, 0.088461, 0.114852
430.508154, 0.007640, 0.026444, 0.076536, 0.110653
436.365408, 0.031170, 0.026978, 0.115258, 0.111878
442.222661, 0.031356, 0.025038, 0.121399, 0.115837
448.079915, 0.012803, 0.021931, 0.117863, 0.109641
453.937169, 0.019046, 0.024353, 0.093716, 0.102579
459.794423, 0.029767, 0.020790, 0.101230, 0.101265
465.651677, 0.036942, 0.018209, 0.107802, 0.100965
471.508930, 0.039172, 0.020853, 0.113909, 0.104672
477.366184, 0.016435, 0.017350, 0.088980, 0.100863
483.223438, -0.004524, 0.017844, 0.072501, 0.094242
489.080692, 0.014596, 0.012578, 0.083148, 0.092016
494.937946, 0.022804, 0.016644, 0.093970, 0.092594
500.795199, 0.023978, 0.017287, 0.090390, 0.089582
506.652453, 0.031770, 0.021693, 0.090891, 0.084657
512.509707, 0.022369, 0.022870, 0.089891, 0.087011
518.366961, 0.025525, 0.019871, 0.091544, 0.089326
524.224214, 0.033713, 0.021316, 0.089284, 0.091789
530.081468, 0.031212, 0.023055, 0.092090, 0.093871
535.938722, 0.018471, 0.020298, 0.073743, 0.086006
541.795976, 0.018755, 0.018346, 0.079637, 0.082922
547.653230, 0.035989, 0.024001, 0.102053, 0.090430
553.510483, 0.033269, 0.025337, 0.099638, 0.091266
559.367737, 0.022998, 0.018851, 0.082998, 0.088874
565.224991, 0.018354, 0.017146, 0.080518, 0.079529
571.082245, 0.026631, 0.021359, 0.088963, 0.079175
576.939499, 0.025419, 0.019306, 0.094377, 0.083468
582.796752, 0.030578, 0.019668, 0.096325, 0.085673
588.654006, 0.033558, 0.019712, 0.090454, 0.077641
594.511260, 0.029884, 0.016977, 0.079826, 0.079145
600.368514, 0.024620, 0.018000, 0.072305, 0.078866
606.225768, 0.009860, 0.016112, 0.060548, 0.075493
612.083021, 0.023028, 0.016686, 0.072166, 0.075198
617.940275, 0.023631, 0.016924, 0.064254, 0.072317
623.797529, 0.026384, 0.016573, 0.074394, 0.074487
629.654783, 0.023836, 0.016936, 0.084455, 0.072295
635.512037, 0.016824, 0.019197, 0.082495, 0.079319
641.369290, 0.020414, 0.020937, 0.088338, 0.073923
647.226544, 0.021304, 0.017399, 0.082598, 0.070891
653.083798, 0.015985, 0.015042, 0.062246, 0.071371
658.941052, 0.016964, 0.018993, 0.068282, 0.071662
664.798306, 0.017905, 0.019046, 0.080581, 0.075655
670.655559, 0.008695, 0.018801, 0.068130, 0.072086
676.512813, 0.001105, 0.018433, 0.050144, 0.069355
682.370067, -0.001391, 0.019225, 0.023616, 0.068284
688.227321, 0.007271, 0.019211, 0.046892, 0.066956
694.084574, 0.000017, 0.019793, 0.056888, 0.068224
699.941828, 0.032330, 0.021248, 0.065007, 0.067004
705.799082, 0.043730, 0.016978, 0.064373, 0.065705
711.656336, 0.020955, 0.019222, 0.044988, 0.063586
717.513590, 0.022575, 0.020740, 0.051241, 0.067848
723.370843, 0.026376, 0.015323, 0.072913, 0.066695
729.228097, 0.023552, 0.013300, 0.068929, 0.060744
735.085351, 0.007643, 0.017652, 0.054846, 0.064317
740.942605, 0.029189, 0.020189, 0.071331, 0.060516
746.799859, 0.023894, 0.017642, 0.072870, 0.062912
752.657112, 0.011297, 0.018459, 0.072960, 0.062422
758.514366, 0.013721, 0.022052, 0.072132, 0.062239
764.371620, 0.000322, 0.015695, 0.045062, 0.061805
770.228874, -0.008469, 0.015901, 0.030955, 0.062117
776.086128, -0.006951, 0.016089, 0.056469, 0.063761
781.943381, 0.012137, 0.016963, 0.076392, 0.063853
787.800635, 0.019142, 0.019315, 0.068027, 0.064938
793.657889, 0.018487, 0.016285, 0.056917, 0.060489
799.515143, 0.019409, 0.015468, 0.052835, 0.060809
805.372397, 0.026619, 0.016549, 0.068873, 0.058710
811.229650, 0.022285, 0.014775, 0.067624, 0.057812
817.086904, 0.011903, 0.016168, 0.053672, 0.056392
822.944158, 0.024991, 0.016539, 0.065298, 0.059947
828.801412, 0.023857, 0.015315, 0.061768, 0.054540
834.658666, 0.014223, 0.015776, 0.043957, 0.053366
840.515919, 0.014761, 0.016245, 0.056903, 0.056689
846.373173, 0.014663, 0.017749, 0.060657, 0.054955
852.230427, 0.006752, 0.016893, 0.061443, 0.058486
858.087681, 0.010167, 0.015958, 0.061611, 0.055080
863.944934, 0.016247, 0.014770, 0.058968, 0.057516
869.802188, -0.002814, 0.016671, 0.030685, 0.055191
875.659442, 0.003870, 0.017448, 0.053193, 0.054142
881.516696, 0.017684, 0.014020, 0.059296, 0.051481
887.373950, 0.026494, 0.016769, 0.065091, 0.054936
