# # xx, g_mean, g_median, r_mean, r_median
2.928627, 83.893783, 75.386733, 342.119833, 294.421072
8.785881, 24.083168, 22.100909, 86.651065, 78.724641
14.643134, 9.832196, 9.484980, 34.359152, 32.995705
20.500388, 5.170574, 5.123166, 17.780211, 17.516743
26.357642, 3.173264, 3.179758, 10.628628, 10.576526
32.214896, 2.063154, 2.060724, 6.817883, 6.794502
38.072150, 1.414463, 1.421933, 4.672718, 4.706562
43.929403, 1.015219, 1.042218, 3.381941, 3.487886
49.786657, 0.794946, 0.804907, 2.613316, 2.705413
55.643911, 0.634417, 0.645966, 2.101977, 2.203481
61.501165, 0.510503, 0.572778, 1.593765, 1.853070
67.358419, 0.415610, 0.478257, 1.305704, 1.568687
73.215672, 0.389077, 0.410338, 1.189481, 1.331018
79.072926, 0.358004, 0.359198, 1.100600, 1.172470
84.930180, 0.277358, 0.332985, 0.978261, 1.047768
90.787434, 0.215333, 0.301887, 0.875217, 0.957833
96.644688, 0.202896, 0.279336, 0.789801, 0.866910
102.501941, 0.232997, 0.249054, 0.694320, 0.797450
108.359195, 0.223254, 0.228484, 0.687061, 0.749514
114.216449, 0.192977, 0.205788, 0.650205, 0.692253
120.073703, 0.028607, 0.201330, 0.516625, 0.641816
125.930957, 0.057561, 0.185751, 0.463711, 0.596297
131.788210, 0.122421, 0.171941, 0.448819, 0.549962
137.645464, 0.126240, 0.163460, 0.434557, 0.512856
143.502718, 0.144328, 0.153537, 0.448281, 0.481077
149.359972, 0.144845, 0.149813, 0.424469, 0.456626
155.217226, 0.119075, 0.134458, 0.373082, 0.432868
161.074479, 0.134324, 0.131573, 0.381910, 0.413724
166.931733, 0.126912, 0.127965, 0.339719, 0.393382
172.788987, 0.111346, 0.117585, 0.307218, 0.382528
178.646241, 0.104505, 0.114914, 0.335129, 0.365241
184.503494, 0.019621, 0.116448, 0.306736, 0.346382
190.360748, 0.026517, 0.104803, 0.278501, 0.326562
196.218002, 0.093636, 0.098380, 0.284817, 0.306993
202.075256, 0.111391, 0.097019, 0.301295, 0.301120
207.932510, 0.105437, 0.093806, 0.290360, 0.296633
213.789763, 0.092884, 0.086522, 0.278718, 0.278242
219.647017, 0.090931, 0.085330, 0.282711, 0.280081
225.504271, 0.102230, 0.088368, 0.274398, 0.270490
231.361525, 0.095319, 0.087170, 0.255494, 0.269645
237.218779, 0.086523, 0.085105, 0.232522, 0.259256
243.076032, 0.078935, 0.083915, 0.236320, 0.246540
248.933286, 0.098394, 0.082393, 0.249090, 0.236605
254.790540, 0.100459, 0.081158, 0.249134, 0.234675
260.647794, 0.088121, 0.073004, 0.229490, 0.223930
266.505048, 0.068942, 0.067090, 0.200093, 0.218976
272.362301, 0.045992, 0.065584, 0.197530, 0.209534
278.219555, 0.026649, 0.064536, 0.186387, 0.200921
284.076809, 0.061780, 0.062066, 0.180967, 0.195875
289.934063, 0.041557, 0.054059, 0.137085, 0.187309
295.791317, 0.065402, 0.055001, 0.178430, 0.182359
301.648570, 0.065066, 0.053897, 0.188350, 0.182949
307.505824, 0.064260, 0.056233, 0.181364, 0.182438
313.363078, 0.055248, 0.050082, 0.173549, 0.176357
319.220332, 0.061894, 0.050217, 0.176242, 0.169323
325.077586, 0.055316, 0.047957, 0.159531, 0.163891
330.934839, 0.034880, 0.047379, 0.104393, 0.158286
336.792093, 0.037528, 0.042582, 0.126810, 0.155490
342.649347, 0.041341, 0.040020, 0.154545, 0.156986
348.506601, 0.033630, 0.043320, 0.165787, 0.157425
354.363854, 0.017646, 0.038905, 0.125084, 0.151397
360.221108, 0.026369, 0.037491, 0.141027, 0.144986
