# # xx, g_mean, g_median, r_mean, r_median
2.928627, 84.267175, 75.710218, 343.343242, 295.885582
8.785881, 24.196152, 22.196696, 87.180900, 79.250930
14.643134, 9.920072, 9.565113, 34.711662, 33.303189
20.500388, 5.219896, 5.165323, 17.966223, 17.694773
26.357642, 3.205236, 3.213230, 10.745136, 10.692500
32.214896, 2.085718, 2.082387, 6.897188, 6.872419
38.072150, 1.433270, 1.445150, 4.736300, 4.767634
43.929403, 1.026552, 1.058042, 3.433441, 3.538536
49.786657, 0.805605, 0.814637, 2.653221, 2.738624
55.643911, 0.644718, 0.650269, 2.132468, 2.224291
61.501165, 0.558161, 0.576029, 1.708430, 1.869084
67.358419, 0.429887, 0.485571, 1.332674, 1.581099
73.215672, 0.390297, 0.409252, 1.192093, 1.334302
79.072926, 0.356535, 0.358973, 1.095005, 1.169310
84.930180, 0.275129, 0.332060, 0.980417, 1.051470
90.787434, 0.214266, 0.302542, 0.883206, 0.964783
96.644688, 0.202299, 0.280847, 0.795466, 0.870844
102.501941, 0.233943, 0.250443, 0.709134, 0.798937
108.359195, 0.223686, 0.227733, 0.689446, 0.751074
114.216449, 0.192038, 0.205110, 0.653171, 0.694681
120.073703, 0.020509, 0.198765, 0.512519, 0.642000
125.930957, 0.050203, 0.183393, 0.461289, 0.598457
131.788210, 0.121678, 0.172167, 0.447816, 0.549325
137.645464, 0.125656, 0.161681, 0.434756, 0.511369
143.502718, 0.145821, 0.152053, 0.452070, 0.481101
149.359972, 0.145763, 0.148372, 0.426134, 0.455497
155.217226, 0.118857, 0.132214, 0.372387, 0.430990
161.074479, 0.133344, 0.130363, 0.382357, 0.412100
166.931733, 0.126636, 0.126591, 0.341873, 0.392712
172.788987, 0.111990, 0.118425, 0.305187, 0.382353
178.646241, 0.103299, 0.113366, 0.334036, 0.363743
184.503494, 0.016102, 0.115217, 0.306163, 0.344432
190.360748, 0.024172, 0.103865, 0.280887, 0.328208
196.218002, 0.090771, 0.095576, 0.285324, 0.307987
202.075256, 0.106072, 0.092081, 0.294196, 0.296404
207.932510, 0.102565, 0.090782, 0.286449, 0.293179
213.789763, 0.091834, 0.084362, 0.277140, 0.276211
219.647017, 0.088662, 0.082930, 0.280340, 0.278269
225.504271, 0.100279, 0.086136, 0.273352, 0.268594
231.361525, 0.093035, 0.085582, 0.252230, 0.265968
237.218779, 0.082820, 0.082088, 0.226331, 0.253956
243.076032, 0.075635, 0.081372, 0.230579, 0.241980
248.933286, 0.095419, 0.079537, 0.244604, 0.231769
254.790540, 0.098819, 0.079346, 0.246291, 0.230638
260.647794, 0.085212, 0.070088, 0.226321, 0.219764
266.505048, 0.067115, 0.065279, 0.196851, 0.215135
272.362301, 0.043004, 0.063700, 0.192914, 0.204970
278.219555, 0.021543, 0.060544, 0.180916, 0.196064
284.076809, 0.057339, 0.058356, 0.175245, 0.190931
289.934063, 0.036863, 0.050479, 0.129650, 0.181839
295.791317, 0.064400, 0.053217, 0.176306, 0.179292
301.648570, 0.063118, 0.051738, 0.184495, 0.178402
307.505824, 0.061565, 0.053726, 0.176416, 0.178088
313.363078, 0.053371, 0.048056, 0.170979, 0.173936
319.220332, 0.060996, 0.049280, 0.175168, 0.167574
325.077586, 0.053375, 0.046169, 0.156116, 0.161104
330.934839, 0.032730, 0.045719, 0.100242, 0.156282
336.792093, 0.035939, 0.041917, 0.123875, 0.153597
342.649347, 0.039189, 0.039554, 0.150611, 0.155511
348.506601, 0.032491, 0.042632, 0.163705, 0.155622
354.363854, 0.025401, 0.037996, 0.121898, 0.149041
360.221108, 0.041312, 0.037633, 0.138704, 0.142816
366.078362, 0.048605, 0.036097, 0.151708, 0.139971
