# # xx, g_mean, g_median, r_mean, r_median
2.928627, 83.137068, 74.757234, 339.609114, 292.202994
8.785881, 23.772078, 21.811179, 85.480499, 77.719962
14.643134, 9.704054, 9.362125, 33.921254, 32.590413
20.500388, 5.121248, 5.074034, 17.593090, 17.332609
26.357642, 3.151211, 3.150094, 10.526526, 10.464226
32.214896, 2.036819, 2.028732, 6.704162, 6.692613
38.072150, 1.388188, 1.387207, 4.585903, 4.626705
43.929403, 1.005959, 1.026289, 3.340269, 3.445046
49.786657, 0.794967, 0.803013, 2.589801, 2.680650
55.643911, 0.627139, 0.634291, 2.084908, 2.180943
61.501165, 0.503055, 0.568458, 1.573304, 1.839976
67.358419, 0.409891, 0.476132, 1.281473, 1.553075
73.215672, 0.384095, 0.407066, 1.161708, 1.311914
79.072926, 0.355524, 0.355731, 1.083446, 1.155308
84.930180, 0.278246, 0.331356, 0.977160, 1.033321
90.787434, 0.213437, 0.300160, 0.882168, 0.949960
96.644688, 0.200402, 0.276728, 0.793283, 0.861615
102.501941, 0.233694, 0.246106, 0.691380, 0.788836
108.359195, 0.224886, 0.228573, 0.682305, 0.740027
114.216449, 0.191416, 0.205208, 0.644046, 0.686533
120.073703, 0.017294, 0.201574, 0.507074, 0.637147
125.930957, 0.051706, 0.184468, 0.462710, 0.593657
131.788210, 0.136494, 0.172533, 0.471742, 0.546209
137.645464, 0.140036, 0.163750, 0.454412, 0.510200
143.502718, 0.145680, 0.152902, 0.441302, 0.476423
149.359972, 0.147023, 0.150295, 0.420094, 0.453653
155.217226, 0.121445, 0.136624, 0.373326, 0.432893
161.074479, 0.136802, 0.132654, 0.386393, 0.415652
166.931733, 0.130834, 0.129346, 0.344221, 0.393903
172.788987, 0.113757, 0.117215, 0.309574, 0.380850
178.646241, 0.106221, 0.115736, 0.337788, 0.364201
184.503494, 0.016449, 0.118330, 0.308200, 0.347646
190.360748, 0.024736, 0.107417, 0.280349, 0.327812
196.218002, 0.096136, 0.100050, 0.288973, 0.307502
202.075256, 0.113930, 0.097700, 0.305452, 0.301966
207.932510, 0.108536, 0.095784, 0.293827, 0.298400
213.789763, 0.095313, 0.088279, 0.280612, 0.278949
219.647017, 0.092452, 0.085903, 0.285293, 0.278879
