# # xx, g_mean, g_median, r_mean, r_median
2.928627, 83.926920, 75.380445, 342.166281, 294.110470
8.785881, 24.055443, 22.075449, 86.455765, 78.544251
14.643134, 9.806462, 9.455923, 34.211769, 32.834572
20.500388, 5.131211, 5.083824, 17.607678, 17.351909
26.357642, 3.139594, 3.144037, 10.493541, 10.445975
32.214896, 2.036526, 2.033402, 6.713444, 6.691222
38.072150, 1.392248, 1.399102, 4.588352, 4.622414
43.929403, 1.000524, 1.027855, 3.315037, 3.422341
49.786657, 0.791815, 0.800060, 2.565326, 2.656828
55.643911, 0.624690, 0.634764, 2.058220, 2.157608
61.501165, 0.503168, 0.566224, 1.556173, 1.816910
67.358419, 0.410682, 0.473679, 1.276245, 1.539858
73.215672, 0.386897, 0.407116, 1.169109, 1.309480
79.072926, 0.357250, 0.357727, 1.085169, 1.153978
84.930180, 0.278302, 0.333022, 0.972338, 1.036349
90.787434, 0.217218, 0.303904, 0.870457, 0.949261
96.644688, 0.202935, 0.279972, 0.780744, 0.857568
102.501941, 0.236225, 0.251548, 0.686261, 0.789166
108.359195, 0.227261, 0.231024, 0.687381, 0.745199
114.216449, 0.196558, 0.208510, 0.651888, 0.691324
120.073703, 0.030570, 0.205050, 0.515449, 0.641451
125.930957, 0.060471, 0.188693, 0.463755, 0.596744
131.788210, 0.128258, 0.176352, 0.451323, 0.550085
137.645464, 0.131184, 0.166626, 0.438123, 0.513597
143.502718, 0.149623, 0.156237, 0.453283, 0.482135
149.359972, 0.149054, 0.152231, 0.428159, 0.457826
155.217226, 0.123526, 0.137658, 0.376860, 0.434535
161.074479, 0.138552, 0.134331, 0.385522, 0.415208
166.931733, 0.130701, 0.130483, 0.342531, 0.394804
172.788987, 0.114018, 0.119563, 0.309818, 0.383191
178.646241, 0.113441, 0.116761, 0.338016, 0.365877
184.503494, 0.037126, 0.117863, 0.313085, 0.346567
190.360748, 0.030489, 0.107310, 0.280717, 0.326949
196.218002, 0.097221, 0.100874, 0.286895, 0.308036
202.075256, 0.113796, 0.099115, 0.302025, 0.302495
207.932510, 0.108214, 0.096640, 0.292118, 0.298347
213.789763, 0.096069, 0.088967, 0.282798, 0.281177
219.647017, 0.093237, 0.087513, 0.284763, 0.281510
225.504271, 0.104362, 0.090169, 0.277609, 0.272737
231.361525, 0.096763, 0.088560, 0.257322, 0.270656
237.218779, 0.087883, 0.086565, 0.232551, 0.259502
243.076032, 0.080888, 0.085610, 0.237175, 0.247280
248.933286, 0.100767, 0.084720, 0.251586, 0.238293
254.790540, 0.103805, 0.083940, 0.253624, 0.237506
260.647794, 0.090213, 0.074489, 0.232016, 0.225574
266.505048, 0.071328, 0.069193, 0.202668, 0.221605
272.362301, 0.049032, 0.068446, 0.200126, 0.211422
278.219555, 0.029275, 0.067723, 0.189177, 0.202710
284.076809, 0.063711, 0.063841, 0.182660, 0.197341
289.934063, 0.043390, 0.056232, 0.138525, 0.189044
295.791317, 0.068089, 0.057278, 0.181275, 0.184553
301.648570, 0.067974, 0.056390, 0.192041, 0.186187
307.505824, 0.067199, 0.059068, 0.184576, 0.184837
313.363078, 0.057954, 0.052597, 0.174565, 0.178196
319.220332, 0.064538, 0.052464, 0.178791, 0.171584
325.077586, 0.058325, 0.050369, 0.161603, 0.165808
330.934839, 0.037681, 0.049850, 0.106496, 0.161078
336.792093, 0.039387, 0.044475, 0.127344, 0.158071
342.649347, 0.043356, 0.041867, 0.156376, 0.159062
348.506601, 0.035747, 0.045367, 0.168014, 0.159825
354.363854, 0.020465, 0.041158, 0.128368, 0.153769
