# # xx, g_mean, g_median, r_mean, r_median
2.928627, 83.959606, 75.464518, 341.831642, 294.346292
8.785881, 24.040669, 22.066371, 86.344971, 78.523100
14.643134, 9.817433, 9.472308, 34.256131, 32.904921
20.500388, 5.169978, 5.120734, 17.741425, 17.480296
26.357642, 3.171108, 3.177669, 10.605407, 10.553977
32.214896, 2.063235, 2.061744, 6.812630, 6.792772
38.072150, 1.419540, 1.425636, 4.677785, 4.705892
43.929403, 1.019461, 1.044987, 3.385889, 3.487346
49.786657, 0.799710, 0.808393, 2.617663, 2.708821
55.643911, 0.634424, 0.646098, 2.101414, 2.203508
61.501165, 0.514901, 0.577902, 1.598409, 1.858497
67.358419, 0.420909, 0.483145, 1.316501, 1.575700
73.215672, 0.393900, 0.414362, 1.196322, 1.333850
79.072926, 0.360944, 0.361758, 1.101459, 1.171243
84.930180, 0.280588, 0.336351, 0.982552, 1.049126
90.787434, 0.217917, 0.304867, 0.878423, 0.959807
96.644688, 0.204482, 0.282425, 0.789120, 0.868498
102.501941, 0.235592, 0.250807, 0.693646, 0.799472
108.359195, 0.228237, 0.232043, 0.689906, 0.752315
114.216449, 0.198477, 0.210657, 0.656509, 0.697219
120.073703, 0.031984, 0.205824, 0.521413, 0.647008
125.930957, 0.060417, 0.188406, 0.466374, 0.600526
131.788210, 0.126104, 0.174533, 0.450606, 0.553450
137.645464, 0.130973, 0.166574, 0.437225, 0.516084
143.502718, 0.149037, 0.155001, 0.453563, 0.484211
149.359972, 0.150252, 0.152366, 0.431383, 0.459871
155.217226, 0.123239, 0.137150, 0.377769, 0.436070
161.074479, 0.137571, 0.132894, 0.384698, 0.415630
166.931733, 0.130989, 0.130207, 0.343376, 0.395872
172.788987, 0.114709, 0.119209, 0.310440, 0.384059
178.646241, 0.106771, 0.115559, 0.337330, 0.365596
184.503494, 0.021456, 0.117316, 0.308905, 0.347108
190.360748, 0.028771, 0.106386, 0.283212, 0.328181
196.218002, 0.094978, 0.099517, 0.287946, 0.308079
202.075256, 0.112249, 0.097678, 0.302315, 0.301235
207.932510, 0.107654, 0.095670, 0.290652, 0.297157
213.789763, 0.094698, 0.087301, 0.279470, 0.278943
219.647017, 0.092861, 0.086577, 0.283517, 0.280543
225.504271, 0.103714, 0.089558, 0.276428, 0.273379
231.361525, 0.096399, 0.088206, 0.256888, 0.271571
237.218779, 0.087565, 0.085703, 0.233350, 0.260300
243.076032, 0.079786, 0.084379, 0.235994, 0.246808
248.933286, 0.098501, 0.082373, 0.247777, 0.236180
254.790540, 0.100890, 0.081196, 0.248879, 0.235196
260.647794, 0.088803, 0.072917, 0.229075, 0.223476
266.505048, 0.067842, 0.066179, 0.197595, 0.218256
272.362301, 0.044749, 0.064772, 0.195122, 0.208456
278.219555, 0.025756, 0.064156, 0.185182, 0.200598
284.076809, 0.060959, 0.061830, 0.180167, 0.196671
