# # xx, g_mean, g_median, r_mean, r_median
2.928627, 83.833188, 75.326090, 341.784240, 293.991955
8.785881, 23.981222, 21.999025, 86.170165, 78.241614
14.643134, 9.762800, 9.419916, 34.066666, 32.714840
20.500388, 5.134566, 5.087482, 17.624615, 17.359273
26.357642, 3.154316, 3.162520, 10.548076, 10.500608
32.214896, 2.053250, 2.050826, 6.779153, 6.761829
38.072150, 1.407024, 1.416830, 4.635320, 4.675719
43.929403, 1.007449, 1.038374, 3.351437, 3.466722
49.786657, 0.797958, 0.809388, 2.601539, 2.699996
55.643911, 0.634106, 0.647695, 2.092843, 2.200244
61.501165, 0.511169, 0.576975, 1.593377, 1.858739
67.358419, 0.417724, 0.483585, 1.309963, 1.576327
73.215672, 0.391573, 0.416877, 1.187574, 1.334067
79.072926, 0.359906, 0.365165, 1.099259, 1.174222
84.930180, 0.280196, 0.339352, 0.980974, 1.051615
90.787434, 0.219371, 0.309463, 0.878313, 0.962228
96.644688, 0.205963, 0.285656, 0.790137, 0.871532
102.501941, 0.236276, 0.254525, 0.694095, 0.802530
108.359195, 0.227700, 0.234386, 0.691257, 0.755556
114.216449, 0.196731, 0.210982, 0.654609, 0.698976
120.073703, 0.031579, 0.208056, 0.519877, 0.648205
125.930957, 0.059800, 0.191782, 0.464138, 0.602523
131.788210, 0.126870, 0.178058, 0.452699, 0.557773
137.645464, 0.131160, 0.169896, 0.439887, 0.520520
143.502718, 0.149207, 0.159232, 0.453433, 0.488443
149.359972, 0.148542, 0.154975, 0.429162, 0.463155
155.217226, 0.122415, 0.139377, 0.377465, 0.439606
161.074479, 0.137604, 0.135729, 0.385292, 0.419038
166.931733, 0.130504, 0.132322, 0.342872, 0.397966
172.788987, 0.113895, 0.121410, 0.309532, 0.386361
178.646241, 0.105441, 0.117576, 0.335869, 0.367772
184.503494, 0.019591, 0.119897, 0.306100, 0.348225
190.360748, 0.028193, 0.108428, 0.280666, 0.329311
196.218002, 0.095134, 0.101398, 0.287803, 0.310459
202.075256, 0.111116, 0.099145, 0.299435, 0.302116
207.932510, 0.105230, 0.096385, 0.287761, 0.298102
213.789763, 0.091213, 0.087933, 0.274782, 0.279013
219.647017, 0.088072, 0.086450, 0.276538, 0.281518
225.504271, 0.102365, 0.090247, 0.271708, 0.272557
231.361525, 0.093660, 0.089152, 0.251309, 0.271233
237.218779, 0.085053, 0.086280, 0.231228, 0.260904
243.076032, 0.077737, 0.085379, 0.235798, 0.248799
248.933286, 0.097583, 0.084175, 0.248449, 0.239008
254.790540, 0.100184, 0.083485, 0.247670, 0.236627
260.647794, 0.088463, 0.074988, 0.229440, 0.225937
266.505048, 0.068683, 0.068559, 0.199204, 0.220548
272.362301, 0.045983, 0.068030, 0.195917, 0.210248
278.219555, 0.026353, 0.066869, 0.184415, 0.202251
284.076809, 0.060373, 0.063753, 0.177262, 0.196851
289.934063, 0.039925, 0.055357, 0.133191, 0.187827
295.791317, 0.063421, 0.055649, 0.174828, 0.182619
301.648570, 0.063124, 0.055054, 0.184714, 0.183755
307.505824, 0.062530, 0.057315, 0.178681, 0.183108
313.363078, 0.054308, 0.051586, 0.171655, 0.177824
319.220332, 0.060645, 0.051978, 0.174912, 0.171717
325.077586, 0.053936, 0.049438, 0.156746, 0.166296
330.934839, 0.033896, 0.048484, 0.102059, 0.161003
336.792093, 0.036691, 0.044005, 0.124350, 0.157037
342.649347, 0.039837, 0.041466, 0.151483, 0.158615
348.506601, 0.031507, 0.044659, 0.162203, 0.159011
354.363854, 0.015207, 0.039758, 0.120662, 0.152300
360.221108, 0.024625, 0.038638, 0.137031, 0.145621
366.078362, 0.044861, 0.036575, 0.151075, 0.143175
371.935616, 0.047531, 0.036504, 0.153181, 0.145704
377.792870, 0.040995, 0.035977, 0.138097, 0.142066
383.650123, 0.036224, 0.034591, 0.125231, 0.134452
389.507377, 0.026915, 0.031483, 0.132741, 0.132130
395.364631, 0.027017, 0.033053, 0.146199, 0.132928
401.221885, 0.026584, 0.030916, 0.134640, 0.130179
407.079139, 0.025592, 0.028377, 0.112899, 0.123301
412.936392, 0.022129, 0.028038, 0.102972, 0.124358
418.793646, 0.014049, 0.028954, 0.092977, 0.122810
424.650900, 0.002661, 0.025451, 0.082354, 0.119865
430.508154, -0.001492, 0.027844, 0.072101, 0.115575
436.365408, 0.028727, 0.028474, 0.115671, 0.116357
442.222661, 0.029956, 0.026410, 0.122113, 0.119967
448.079915, 0.011937, 0.023728, 0.118907, 0.113305
453.937169, 0.018163, 0.026097, 0.094041, 0.106429
459.794423, 0.028551, 0.022428, 0.100282, 0.104213
465.651677, 0.035045, 0.019281, 0.105674, 0.103625
471.508930, 0.037671, 0.021980, 0.113147, 0.107353
477.366184, 0.015181, 0.018351, 0.088861, 0.104229
483.223438, -0.006738, 0.018116, 0.071271, 0.097305
489.080692, 0.012179, 0.012940, 0.081979, 0.094548
494.937946, 0.020333, 0.016922, 0.092693, 0.094934
500.795199, 0.021110, 0.017086, 0.089000, 0.092173
506.652453, 0.029289, 0.021613, 0.091614, 0.088102
512.509707, 0.020996, 0.023388, 0.090946, 0.089943
518.366961, 0.023200, 0.019762, 0.090267, 0.091056
524.224214, 0.028432, 0.021362, 0.083072, 0.093299
530.081468, 0.019145, 0.023939, 0.076200, 0.096091
535.938722, 0.008652, 0.021195, 0.062552, 0.089162
541.795976, 0.016767, 0.018600, 0.080215, 0.085641
547.653230, 0.035040, 0.024786, 0.103440, 0.093026
553.510483, 0.032233, 0.026475, 0.099958, 0.094317
559.367737, 0.021517, 0.019637, 0.082820, 0.091434
565.224991, 0.016979, 0.018316, 0.075054, 0.082678
571.082245, 0.024978, 0.023146, 0.082020, 0.082822
576.939499, 0.023939, 0.020527, 0.093241, 0.086801
582.796752, 0.029401, 0.021447, 0.095165, 0.088855
588.654006, 0.031655, 0.020668, 0.088356, 0.079534
594.511260, 0.027256, 0.017627, 0.076769, 0.080955
600.368514, 0.022328, 0.018820, 0.069619, 0.080967
606.225768, 0.007528, 0.016653, 0.057764, 0.077442
612.083021, 0.020573, 0.016839, 0.070010, 0.076943
617.940275, 0.021527, 0.017842, 0.061279, 0.073706
623.797529, 0.025207, 0.017402, 0.073074, 0.076025
629.654783, 0.022420, 0.017096, 0.083443, 0.073930
635.512037, 0.014641, 0.019753, 0.080032, 0.081033
641.369290, 0.017521, 0.021552, 0.085225, 0.075628
647.226544, 0.019406, 0.017997, 0.081736, 0.073709
653.083798, 0.014255, 0.015587, 0.060326, 0.073133
658.941052, 0.014665, 0.019699, 0.065465, 0.073343
664.798306, 0.015043, 0.019712, 0.077684, 0.077897
670.655559, 0.006824, 0.019556, 0.066055, 0.074547
676.512813, -0.000963, 0.018876, 0.047631, 0.071300
682.370067, -0.003705, 0.019385, 0.021320, 0.070063
688.227321, 0.004613, 0.019085, 0.044914, 0.068890
694.084574, -0.002069, 0.019836, 0.055963, 0.070094
