# # xx, g_mean, g_median, r_mean, r_median
2.928627, 83.787426, 75.298493, 342.097412, 294.355600
8.785881, 24.057700, 22.076633, 86.579394, 78.651276
14.643134, 9.831330, 9.481286, 34.343608, 32.974895
20.500388, 5.169974, 5.121148, 17.765893, 17.500848
26.357642, 3.173653, 3.179838, 10.618731, 10.569095
32.214896, 2.063620, 2.061933, 6.807922, 6.785908
38.072150, 1.414648, 1.422056, 4.671630, 4.704088
43.929403, 1.016143, 1.042285, 3.378474, 3.481505
49.786657, 0.805561, 0.813568, 2.615017, 2.705374
55.643911, 0.635118, 0.646465, 2.100817, 2.203141
61.501165, 0.511120, 0.575637, 1.589279, 1.852325
67.358419, 0.419263, 0.482242, 1.306837, 1.570405
73.215672, 0.393866, 0.415188, 1.190126, 1.331723
79.072926, 0.363029, 0.363464, 1.103712, 1.172509
84.930180, 0.283923, 0.338430, 0.986524, 1.051147
90.787434, 0.220021, 0.306749, 0.882099, 0.963188
96.644688, 0.206868, 0.284110, 0.793005, 0.870459
102.501941, 0.239055, 0.254420, 0.697498, 0.800475
108.359195, 0.229835, 0.234041, 0.692075, 0.752614
114.216449, 0.197532, 0.209726, 0.655475, 0.697087
120.073703, 0.032658, 0.206304, 0.521674, 0.646474
125.930957, 0.062242, 0.189942, 0.469297, 0.600954
131.788210, 0.128521, 0.177040, 0.454053, 0.554140
137.645464, 0.133339, 0.169213, 0.440995, 0.518399
143.502718, 0.150613, 0.157853, 0.453722, 0.485518
149.359972, 0.150819, 0.154084, 0.429606, 0.460726
155.217226, 0.124902, 0.138660, 0.377845, 0.436110
161.074479, 0.139374, 0.135103, 0.385773, 0.416776
166.931733, 0.131312, 0.130788, 0.342780, 0.394765
172.788987, 0.115104, 0.120689, 0.310214, 0.384946
178.646241, 0.108496, 0.117877, 0.337593, 0.367019
184.503494, 0.022928, 0.119893, 0.308767, 0.348150
190.360748, 0.030008, 0.108544, 0.280439, 0.328364
196.218002, 0.097441, 0.102008, 0.288209, 0.310008
202.075256, 0.114654, 0.099826, 0.303391, 0.303477
207.932510, 0.108564, 0.096954, 0.292465, 0.299331
213.789763, 0.095542, 0.088887, 0.280455, 0.280645
219.647017, 0.093957, 0.088077, 0.284516, 0.282806
225.504271, 0.106086, 0.091750, 0.279007, 0.274297
231.361525, 0.104695, 0.090512, 0.271276, 0.273794
237.218779, 0.098290, 0.088881, 0.252305, 0.262807
243.076032, 0.081964, 0.086427, 0.239617, 0.248262
248.933286, 0.101121, 0.085067, 0.251265, 0.239087
254.790540, 0.104193, 0.084410, 0.252612, 0.237641
260.647794, 0.091398, 0.075748, 0.233038, 0.226660
266.505048, 0.071970, 0.069735, 0.203211, 0.221462
272.362301, 0.048793, 0.068284, 0.200157, 0.211776
278.219555, 0.029777, 0.067802, 0.189899, 0.203918
284.076809, 0.064482, 0.064670, 0.183829, 0.199085
289.934063, 0.043959, 0.056559, 0.139681, 0.189760
295.791317, 0.068356, 0.057773, 0.181264, 0.184329
301.648570, 0.067509, 0.056369, 0.190644, 0.185553
307.505824, 0.066922, 0.058341, 0.183870, 0.184786
313.363078, 0.058472, 0.052819, 0.176371, 0.179193
319.220332, 0.064985, 0.052882, 0.178212, 0.170980
325.077586, 0.058403, 0.050508, 0.161355, 0.165531
330.934839, 0.038251, 0.050323, 0.107828, 0.161429
336.792093, 0.039944, 0.044771, 0.129270, 0.158659
342.649347, 0.044170, 0.042566, 0.157158, 0.159375
348.506601, 0.036625, 0.045990, 0.168863, 0.159943
354.363854, 0.020680, 0.041620, 0.128668, 0.154170
360.221108, 0.029001, 0.039852, 0.143666, 0.147553
366.078362, 0.048559, 0.037628, 0.155953, 0.144442
371.935616, 0.051244, 0.037516, 0.156991, 0.146074
377.792870, 0.044889, 0.037097, 0.142674, 0.142044
383.650123, 0.040194, 0.035704, 0.130648, 0.135672
389.507377, 0.030661, 0.032072, 0.136864, 0.132202
395.364631, 0.030389, 0.033190, 0.149045, 0.131743
401.221885, 0.029464, 0.030829, 0.136746, 0.127979
407.079139, 0.028030, 0.027936, 0.115672, 0.121997
412.936392, 0.024594, 0.027543, 0.105705, 0.122834
418.793646, 0.017138, 0.028814, 0.096573, 0.121138
424.650900, 0.006267, 0.026124, 0.085906, 0.119139
430.508154, 0.001172, 0.028135, 0.075003, 0.115088
436.365408, 0.031561, 0.028588, 0.118517, 0.115143
442.222661, 0.032754, 0.026188, 0.125266, 0.119128
448.079915, 0.013937, 0.023027, 0.119970, 0.111770
453.937169, 0.020341, 0.025502, 0.095720, 0.104641
459.794423, 0.031288, 0.021778, 0.103883, 0.102997
465.651677, 0.037166, 0.018896, 0.108797, 0.102591
471.508930, 0.040090, 0.021767, 0.115735, 0.106348
477.366184, 0.017709, 0.018159, 0.091641, 0.102955
483.223438, -0.003551, 0.018380, 0.073879, 0.095742
489.080692, 0.016104, 0.013451, 0.084980, 0.093278
494.937946, 0.023624, 0.016975, 0.095607, 0.093760
500.795199, 0.023968, 0.017230, 0.091400, 0.090658
506.652453, 0.032388, 0.021760, 0.093019, 0.086412
512.509707, 0.024339, 0.023436, 0.093575, 0.088870
518.366961, 0.026608, 0.020170, 0.095052, 0.091931
524.224214, 0.031787, 0.021797, 0.087040, 0.093471
530.081468, 0.022476, 0.023842, 0.080418, 0.095398
535.938722, 0.011110, 0.020878, 0.065364, 0.088250
541.795976, 0.019398, 0.018521, 0.083181, 0.085100
547.653230, 0.037019, 0.024350, 0.105425, 0.091670
553.510483, 0.033924, 0.025620, 0.101736, 0.092612
559.367737, 0.023669, 0.018967, 0.085355, 0.089925
565.224991, 0.018183, 0.016981, 0.081952, 0.080809
571.082245, 0.026034, 0.021512, 0.089296, 0.080169
576.939499, 0.025788, 0.019418, 0.095779, 0.084635
582.796752, 0.031082, 0.020445, 0.097711, 0.087123
588.654006, 0.032906, 0.019203, 0.089442, 0.076935
594.511260, 0.028723, 0.016156, 0.078816, 0.078948
600.368514, 0.024091, 0.017607, 0.072469, 0.079324
606.225768, 0.009883, 0.015763, 0.061396, 0.076086
612.083021, 0.022737, 0.015826, 0.072784, 0.075330
617.940275, 0.023541, 0.016844, 0.063599, 0.071892
623.797529, 0.026662, 0.016555, 0.074465, 0.074513
629.654783, 0.023855, 0.016386, 0.084413, 0.072127
635.512037, 0.016210, 0.018681, 0.082390, 0.079476
641.369290, 0.019040, 0.020222, 0.086653, 0.073231
647.226544, 0.020408, 0.016259, 0.082987, 0.071568
653.083798, 0.015274, 0.014136, 0.061818, 0.071582
658.941052, 0.016109, 0.018767, 0.067289, 0.072040
664.798306, 0.017113, 0.018856, 0.079807, 0.076673
670.655559, 0.008291, 0.018428, 0.067844, 0.073011
676.512813, 0.001547, 0.018177, 0.051028, 0.070258
682.370067, -0.001112, 0.018634, 0.025341, 0.069269
688.227321, 0.006240, 0.017922, 0.046885, 0.066901
694.084574, -0.000486, 0.018839, 0.057627, 0.068497
699.941828, 0.031812, 0.020146, 0.066907, 0.067877
705.799082, 0.042940, 0.015940, 0.065348, 0.065765
711.656336, 0.020326, 0.018062, 0.045893, 0.063832
717.513590, 0.021680, 0.019699, 0.051563, 0.068168
723.370843, 0.025792, 0.014403, 0.073621, 0.067009
729.228097, 0.022847, 0.012308, 0.070237, 0.061392
735.085351, 0.007161, 0.016979, 0.055960, 0.064683
740.942605, 0.028222, 0.019392, 0.071402, 0.060719
746.799859, 0.023057, 0.016826, 0.073605, 0.063739
