# # xx, g_mean, g_median, r_mean, r_median
2.928627, 83.682093, 75.207002, 340.993965, 293.684374
8.785881, 24.004469, 22.037048, 86.316161, 78.414552
14.643134, 9.801196, 9.451585, 34.221528, 32.850335
20.500388, 5.153665, 5.105274, 17.699156, 17.436176
26.357642, 3.175159, 3.182322, 10.610332, 10.560757
32.214896, 2.067178, 2.064353, 6.815635, 6.790502
38.072150, 1.416183, 1.425525, 4.667499, 4.701932
43.929403, 1.014685, 1.042206, 3.376310, 3.483592
49.786657, 0.804537, 0.816346, 2.618575, 2.711623
55.643911, 0.644314, 0.659434, 2.099104, 2.201389
61.501165, 0.510448, 0.578867, 1.588921, 1.854063
67.358419, 0.416150, 0.483281, 1.307259, 1.573118
73.215672, 0.391572, 0.415287, 1.189702, 1.334740
79.072926, 0.360889, 0.364174, 1.098366, 1.170590
84.930180, 0.279432, 0.337315, 0.980433, 1.051164
90.787434, 0.218010, 0.307126, 0.878793, 0.961262
96.644688, 0.207051, 0.283419, 0.800642, 0.866387
102.501941, 0.238798, 0.253297, 0.706160, 0.800539
108.359195, 0.226390, 0.231378, 0.693007, 0.750939
114.216449, 0.194685, 0.209737, 0.651596, 0.693671
120.073703, 0.027666, 0.205085, 0.516516, 0.643048
125.930957, 0.056355, 0.187127, 0.463198, 0.596939
131.788210, 0.124275, 0.175101, 0.449480, 0.551737
137.645464, 0.129743, 0.167280, 0.436905, 0.514262
143.502718, 0.147416, 0.155213, 0.451993, 0.482609
149.359972, 0.147529, 0.152041, 0.426194, 0.456123
155.217226, 0.122294, 0.138419, 0.375151, 0.433412
161.074479, 0.136893, 0.134647, 0.382892, 0.412979
166.931733, 0.128496, 0.129761, 0.340028, 0.392103
172.788987, 0.112646, 0.119311, 0.305831, 0.380664
178.646241, 0.105512, 0.116654, 0.335054, 0.363577
184.503494, 0.017414, 0.116803, 0.304212, 0.342777
190.360748, 0.024909, 0.105830, 0.274804, 0.322596
196.218002, 0.092831, 0.099105, 0.279481, 0.302239
202.075256, 0.110605, 0.097665, 0.296467, 0.297009
207.932510, 0.104306, 0.093759, 0.287157, 0.292785
213.789763, 0.091943, 0.086937, 0.275392, 0.274884
219.647017, 0.090036, 0.086091, 0.279472, 0.277730
225.504271, 0.101691, 0.089421, 0.272842, 0.268789
231.361525, 0.094074, 0.087364, 0.252851, 0.266772
237.218779, 0.084669, 0.085311, 0.227962, 0.256308
243.076032, 0.076979, 0.083882, 0.232764, 0.243491
248.933286, 0.096808, 0.082317, 0.245155, 0.233516
254.790540, 0.099086, 0.081833, 0.245188, 0.231932
260.647794, 0.086515, 0.073014, 0.226534, 0.221568
266.505048, 0.067561, 0.066862, 0.199224, 0.217092
272.362301, 0.045092, 0.066240, 0.195522, 0.207278
278.219555, 0.025265, 0.065359, 0.182883, 0.197515
284.076809, 0.060148, 0.062472, 0.176116, 0.192127
289.934063, 0.038975, 0.053742, 0.130131, 0.183206
295.791317, 0.064168, 0.054691, 0.175332, 0.179136
301.648570, 0.064374, 0.053997, 0.186573, 0.180684
307.505824, 0.062773, 0.055968, 0.178789, 0.179632
313.363078, 0.053582, 0.049427, 0.170268, 0.172847
319.220332, 0.060425, 0.049820, 0.172478, 0.165122
325.077586, 0.053508, 0.047427, 0.155108, 0.160121
330.934839, 0.033119, 0.046962, 0.100275, 0.155171
336.792093, 0.036543, 0.042415, 0.125277, 0.152193
342.649347, 0.039884, 0.039816, 0.152085, 0.153572
348.506601, 0.031378, 0.043179, 0.162221, 0.154526
354.363854, 0.015430, 0.038864, 0.121699, 0.149211
360.221108, 0.025226, 0.038297, 0.138468, 0.142797
366.078362, 0.044601, 0.035342, 0.149122, 0.138103
371.935616, 0.047065, 0.035117, 0.150332, 0.140192
377.792870, 0.041256, 0.035079, 0.137858, 0.137081
383.650123, 0.037420, 0.033404, 0.126264, 0.130137
389.507377, 0.039822, 0.029808, 0.131806, 0.126820
395.364631, 0.044412, 0.032130, 0.145053, 0.127809
401.221885, 0.028696, 0.029313, 0.132665, 0.124122
407.079139, 0.024948, 0.026134, 0.111480, 0.118098
