# # xx, g_mean, g_median, r_mean, r_median
2.928627, 83.691803, 75.238116, 341.636006, 293.935449
8.785881, 24.035185, 22.045903, 86.389497, 78.455041
14.643134, 9.786681, 9.447024, 34.196319, 32.857829
20.500388, 5.159386, 5.107475, 17.726620, 17.460808
26.357642, 3.156499, 3.158208, 10.575596, 10.526118
32.214896, 2.054711, 2.055462, 6.790936, 6.763002
38.072150, 1.404131, 1.411556, 4.655687, 4.682992
43.929403, 1.007503, 1.034536, 3.359174, 3.469871
49.786657, 0.792832, 0.802168, 2.598304, 2.695813
55.643911, 0.631400, 0.641473, 2.092115, 2.194172
61.501165, 0.525095, 0.572700, 1.635586, 1.851466
67.358419, 0.426099, 0.477055, 1.344265, 1.569909
73.215672, 0.390309, 0.412278, 1.195587, 1.335738
79.072926, 0.362330, 0.361396, 1.116735, 1.183367
84.930180, 0.282173, 0.338103, 0.994251, 1.057454
90.787434, 0.216062, 0.306569, 0.886560, 0.967329
96.644688, 0.202901, 0.282264, 0.795507, 0.874329
102.501941, 0.235705, 0.251025, 0.698113, 0.802224
108.359195, 0.226174, 0.229464, 0.695107, 0.753175
114.216449, 0.195413, 0.207575, 0.658715, 0.695707
120.073703, 0.022569, 0.203783, 0.515893, 0.644527
125.930957, 0.055196, 0.187762, 0.462522, 0.599740
131.788210, 0.125472, 0.174855, 0.453280, 0.555737
137.645464, 0.129956, 0.165231, 0.441105, 0.517366
143.502718, 0.147707, 0.152831, 0.456747, 0.484863
149.359972, 0.146633, 0.149508, 0.429070, 0.458722
155.217226, 0.120099, 0.134513, 0.375315, 0.434194
161.074479, 0.135152, 0.131745, 0.383881, 0.413696
166.931733, 0.127223, 0.127064, 0.340838, 0.393573
172.788987, 0.109280, 0.115497, 0.304227, 0.381327
178.646241, 0.105039, 0.113886, 0.337850, 0.363042
184.503494, 0.025580, 0.116014, 0.337193, 0.345299
190.360748, 0.036159, 0.104279, 0.317576, 0.326165
196.218002, 0.097940, 0.097613, 0.297720, 0.306700
202.075256, 0.112240, 0.096365, 0.301556, 0.300961
207.932510, 0.104877, 0.092679, 0.288600, 0.296257
