# # xx, g_mean, g_median, r_mean, r_median
2.928627, 84.553819, 75.863012, 343.698629, 295.502733
8.785881, 24.150957, 22.153912, 86.810084, 78.882816
14.643134, 9.856509, 9.504834, 34.374685, 32.979535
20.500388, 5.204972, 5.154894, 17.840566, 17.553435
26.357642, 3.210171, 3.215230, 10.690470, 10.627686
32.214896, 2.105582, 2.095507, 6.875049, 6.841883
38.072150, 1.443795, 1.444991, 4.725217, 4.747421
43.929403, 1.041016, 1.066011, 3.423556, 3.523616
49.786657, 0.824339, 0.831037, 2.652122, 2.743471
55.643911, 0.651665, 0.663137, 2.129623, 2.232420
61.501165, 0.524613, 0.592990, 1.616014, 1.877751
67.358419, 0.428516, 0.496910, 1.322425, 1.590891
73.215672, 0.404136, 0.426859, 1.201818, 1.350173
79.072926, 0.374725, 0.376191, 1.113149, 1.188359
84.930180, 0.294335, 0.351528, 0.996493, 1.066899
90.787434, 0.228937, 0.318096, 0.891943, 0.973401
96.644688, 0.216172, 0.295125, 0.803253, 0.884563
102.501941, 0.248706, 0.266023, 0.703420, 0.811000
108.359195, 0.239559, 0.244868, 0.696529, 0.763627
114.216449, 0.228885, 0.222702, 0.666371, 0.703592
120.073703, 0.181793, 0.218571, 0.617135, 0.655084
125.930957, 0.148918, 0.201809, 0.541295, 0.609952
131.788210, 0.147170, 0.187548, 0.472625, 0.564912
137.645464, 0.142609, 0.178949, 0.448663, 0.527381
143.502718, 0.162827, 0.170487, 0.463123, 0.494175
149.359972, 0.162186, 0.164392, 0.440327, 0.469844
155.217226, 0.135271, 0.148873, 0.389322, 0.447780
161.074479, 0.150966, 0.145404, 0.398257, 0.426611
166.931733, 0.143125, 0.141027, 0.354903, 0.402764
172.788987, 0.124525, 0.128863, 0.316608, 0.390248
178.646241, 0.116310, 0.126032, 0.343030, 0.373245
184.503494, 0.027319, 0.126207, 0.312561, 0.352670
190.360748, 0.036049, 0.116129, 0.287815, 0.335492
196.218002, 0.105754, 0.110362, 0.295724, 0.316242
202.075256, 0.123982, 0.108322, 0.311438, 0.308783
207.932510, 0.117626, 0.104227, 0.297858, 0.302679
213.789763, 0.112640, 0.097201, 0.285453, 0.283526
219.647017, 0.116289, 0.094423, 0.290047, 0.285071
225.504271, 0.115008, 0.098520, 0.283832, 0.278029
231.361525, 0.106045, 0.096657, 0.262974, 0.274965
237.218779, 0.094865, 0.093565, 0.235144, 0.263722
243.076032, 0.087766, 0.092913, 0.238610, 0.249782
248.933286, 0.108669, 0.091907, 0.255801, 0.241171
254.790540, 0.111687, 0.090937, 0.255266, 0.238830
260.647794, 0.098497, 0.082842, 0.236549, 0.230969
266.505048, 0.077583, 0.074753, 0.205654, 0.223372
272.362301, 0.053372, 0.073795, 0.201907, 0.213076
278.219555, 0.032241, 0.071982, 0.191489, 0.205814
284.076809, 0.069359, 0.069600, 0.186789, 0.199907
289.934063, 0.048161, 0.061683, 0.139402, 0.190091
295.791317, 0.072508, 0.061917, 0.182962, 0.184667
301.648570, 0.072235, 0.060620, 0.192743, 0.186204
307.505824, 0.071386, 0.063440, 0.184665, 0.185011
313.363078, 0.063681, 0.057586, 0.177591, 0.178411
319.220332, 0.071611, 0.058738, 0.181161, 0.172022
325.077586, 0.062760, 0.054902, 0.162022, 0.165841
