# # xx, g_mean, g_median, r_mean, r_median
2.928627, 83.822447, 75.318128, 341.731384, 293.987409
8.785881, 24.048195, 22.069949, 86.467488, 78.599335
14.643134, 9.817165, 9.465713, 34.315539, 32.959732
20.500388, 5.169419, 5.120426, 17.763153, 17.501354
26.357642, 3.173309, 3.178460, 10.624134, 10.568100
32.214896, 2.062358, 2.058692, 6.817281, 6.789594
38.072150, 1.402393, 1.408534, 4.651080, 4.678509
43.929403, 1.015223, 1.040897, 3.373920, 3.477876
49.786657, 0.803094, 0.813194, 2.603786, 2.700775
55.643911, 0.634912, 0.646030, 2.097243, 2.200163
61.501165, 0.512393, 0.576643, 1.588768, 1.854106
67.358419, 0.416420, 0.480687, 1.300043, 1.568867
73.215672, 0.392617, 0.413665, 1.186991, 1.329182
79.072926, 0.361343, 0.361570, 1.104921, 1.171823
84.930180, 0.281052, 0.336579, 0.982095, 1.051153
90.787434, 0.218444, 0.305800, 0.880124, 0.961465
96.644688, 0.205493, 0.282519, 0.798464, 0.871320
102.501941, 0.237096, 0.251940, 0.702961, 0.800637
108.359195, 0.227831, 0.231733, 0.693013, 0.750360
114.216449, 0.196289, 0.208679, 0.658272, 0.696869
120.073703, 0.029516, 0.205570, 0.520347, 0.646230
125.930957, 0.059666, 0.189271, 0.466745, 0.601102
131.788210, 0.125986, 0.174571, 0.452059, 0.553284
137.645464, 0.133253, 0.167901, 0.438813, 0.514713
143.502718, 0.151247, 0.157069, 0.455872, 0.484918
149.359972, 0.151193, 0.153835, 0.434213, 0.461675
155.217226, 0.126054, 0.139177, 0.381258, 0.437280
161.074479, 0.140550, 0.135202, 0.388970, 0.417206
166.931733, 0.131987, 0.130565, 0.345818, 0.394655
172.788987, 0.115452, 0.119695, 0.312694, 0.384455
178.646241, 0.108478, 0.117654, 0.339895, 0.366097
184.503494, 0.021903, 0.118656, 0.310992, 0.347270
190.360748, 0.028323, 0.106576, 0.282816, 0.328616
196.218002, 0.095753, 0.099951, 0.287364, 0.308075
202.075256, 0.113232, 0.098278, 0.304056, 0.302666
207.932510, 0.106718, 0.094990, 0.290950, 0.296915
213.789763, 0.094407, 0.087650, 0.281003, 0.279389
219.647017, 0.092618, 0.086384, 0.284735, 0.280867
225.504271, 0.103707, 0.089775, 0.275743, 0.271234
231.361525, 0.096518, 0.088380, 0.256488, 0.271145
237.218779, 0.086983, 0.085901, 0.233019, 0.261711
243.076032, 0.079381, 0.085436, 0.235333, 0.247447
248.933286, 0.099536, 0.083669, 0.249150, 0.237153
254.790540, 0.103434, 0.083344, 0.249611, 0.234106
260.647794, 0.090498, 0.073884, 0.232271, 0.225693
266.505048, 0.072581, 0.069225, 0.204469, 0.220606
272.362301, 0.048157, 0.067505, 0.200956, 0.211041
