# # xx, g_mean, g_median, r_mean, r_median
2.928627, 84.088892, 75.545323, 342.917043, 295.005366
8.785881, 24.061523, 22.077506, 86.545663, 78.618617
14.643134, 9.814219, 9.467253, 34.281758, 32.915103
20.500388, 5.159495, 5.112367, 17.735468, 17.476466
26.357642, 3.166732, 3.173055, 10.602542, 10.553355
32.214896, 2.060347, 2.057587, 6.804443, 6.784576
38.072150, 1.413553, 1.420993, 4.666218, 4.700859
43.929403, 1.014640, 1.041475, 3.375104, 3.484144
49.786657, 0.798893, 0.809916, 2.609046, 2.704748
55.643911, 0.631958, 0.645667, 2.095421, 2.199848
61.501165, 0.512183, 0.576713, 1.595131, 1.856726
67.358419, 0.418251, 0.481557, 1.308417, 1.572068
73.215672, 0.391859, 0.413614, 1.189338, 1.332780
79.072926, 0.359691, 0.360990, 1.100732, 1.171921
84.930180, 0.281966, 0.337096, 0.984726, 1.050535
90.787434, 0.220216, 0.305613, 0.883017, 0.961522
96.644688, 0.206910, 0.283095, 0.794046, 0.870242
102.501941, 0.236946, 0.252417, 0.696305, 0.799472
108.359195, 0.227802, 0.232222, 0.691000, 0.751528
114.216449, 0.196899, 0.209235, 0.654468, 0.695069
120.073703, 0.032061, 0.204917, 0.519840, 0.644619
125.930957, 0.060281, 0.187776, 0.465739, 0.598413
131.788210, 0.127000, 0.175355, 0.452500, 0.552842
137.645464, 0.131135, 0.166691, 0.439228, 0.515612
143.502718, 0.149132, 0.156177, 0.453584, 0.483660
149.359972, 0.150055, 0.152535, 0.430173, 0.458882
155.217226, 0.122875, 0.136251, 0.378154, 0.434889
161.074479, 0.138261, 0.133262, 0.386500, 0.415491
166.931733, 0.130376, 0.129361, 0.344323, 0.395207
172.788987, 0.114505, 0.119444, 0.311358, 0.384281
178.646241, 0.107273, 0.116688, 0.338431, 0.367286
184.503494, 0.021755, 0.118157, 0.308441, 0.347572
190.360748, 0.028300, 0.106499, 0.279757, 0.327420
196.218002, 0.095339, 0.099225, 0.287022, 0.307645
202.075256, 0.112831, 0.097923, 0.302162, 0.301382
207.932510, 0.107039, 0.095057, 0.292030, 0.297032
213.789763, 0.093709, 0.087174, 0.279948, 0.279439
219.647017, 0.092066, 0.086084, 0.284678, 0.281052
225.504271, 0.103627, 0.089730, 0.276630, 0.271878
231.361525, 0.096842, 0.088477, 0.257959, 0.270660
237.218779, 0.087424, 0.085798, 0.233292, 0.259886
243.076032, 0.079994, 0.084330, 0.237108, 0.245838
248.933286, 0.099493, 0.082893, 0.250426, 0.236183
254.790540, 0.101513, 0.081837, 0.249956, 0.234578
260.647794, 0.088781, 0.073306, 0.230060, 0.223919
266.505048, 0.069271, 0.067440, 0.199554, 0.218646
272.362301, 0.045834, 0.065630, 0.195806, 0.208396
278.219555, 0.026903, 0.065007, 0.186031, 0.200522
284.076809, 0.062176, 0.062517, 0.180652, 0.195787
289.934063, 0.042161, 0.054472, 0.137378, 0.187531
295.791317, 0.066073, 0.055157, 0.179722, 0.182847
301.648570, 0.065804, 0.054151, 0.189503, 0.183701
307.505824, 0.065152, 0.056866, 0.182979, 0.182891
313.363078, 0.056415, 0.050589, 0.174054, 0.176418
319.220332, 0.062549, 0.050437, 0.176528, 0.169164
325.077586, 0.056116, 0.048104, 0.159403, 0.163470
330.934839, 0.035425, 0.047453, 0.103923, 0.158115
336.792093, 0.037373, 0.042347, 0.125408, 0.155718
342.649347, 0.042324, 0.040516, 0.155322, 0.157402
348.506601, 0.034968, 0.044297, 0.166488, 0.157966
354.363854, 0.017573, 0.038909, 0.124071, 0.151343
360.221108, 0.026949, 0.037928, 0.140199, 0.144290
366.078362, 0.046511, 0.035239, 0.153848, 0.141634
371.935616, 0.049519, 0.035360, 0.155458, 0.143882
377.792870, 0.042853, 0.035068, 0.140318, 0.139534
383.650123, 0.038174, 0.033390, 0.128661, 0.132844
389.507377, 0.028666, 0.029854, 0.135014, 0.129847
395.364631, 0.028686, 0.031396, 0.146694, 0.129481
401.221885, 0.028140, 0.029338, 0.134935, 0.126159
407.079139, 0.026500, 0.026342, 0.113741, 0.120228
412.936392, 0.022818, 0.025678, 0.103420, 0.120766
418.793646, 0.015112, 0.026926, 0.094277, 0.119858
424.650900, 0.003889, 0.023435, 0.084271, 0.117167
430.508154, -0.000711, 0.025887, 0.073314, 0.113093
436.365408, 0.029358, 0.026300, 0.116837, 0.113143
442.222661, 0.031010, 0.024068, 0.123733, 0.116778
448.079915, 0.012427, 0.021151, 0.119232, 0.109999
453.937169, 0.018382, 0.023439, 0.094208, 0.102881
459.794423, 0.029340, 0.019816, 0.102016, 0.101145
465.651677, 0.036060, 0.017045, 0.107461, 0.101164
471.508930, 0.038301, 0.020138, 0.111194, 0.104404
477.366184, 0.015925, 0.016080, 0.089516, 0.100991
483.223438, -0.002712, 0.016784, 0.078598, 0.094554
489.080692, 0.018420, 0.011791, 0.095112, 0.092481
494.937946, 0.022739, 0.015069, 0.097231, 0.092679
500.795199, 0.022695, 0.015831, 0.090626, 0.089640
506.652453, 0.031120, 0.020306, 0.092298, 0.084848
512.509707, 0.022446, 0.021369, 0.091711, 0.087031
518.366961, 0.025099, 0.018515, 0.092890, 0.089421
524.224214, 0.029977, 0.019656, 0.085170, 0.090364
530.081468, 0.020402, 0.022014, 0.078045, 0.093237
535.938722, 0.010279, 0.019614, 0.064851, 0.086496
541.795976, 0.018792, 0.017631, 0.082454, 0.083104
547.653230, 0.036090, 0.023219, 0.104433, 0.090111
553.510483, 0.032314, 0.023862, 0.100243, 0.091121
559.367737, 0.022117, 0.017443, 0.083593, 0.088354
565.224991, 0.017184, 0.015926, 0.081125, 0.079482
571.082245, 0.025074, 0.020589, 0.088536, 0.079061
576.939499, 0.024776, 0.018025, 0.095232, 0.083532
582.796752, 0.030123, 0.018994, 0.096850, 0.085442
588.654006, 0.031944, 0.018041, 0.089094, 0.076140
594.511260, 0.028058, 0.015405, 0.078435, 0.077741
600.368514, 0.023264, 0.016532, 0.071692, 0.077723
606.225768, 0.009201, 0.014771, 0.060746, 0.074504
612.083021, 0.021792, 0.015011, 0.072061, 0.074244
617.940275, 0.022706, 0.015897, 0.062826, 0.070935
623.797529, 0.026172, 0.015690, 0.074741, 0.073677
629.654783, 0.023727, 0.015437, 0.085774, 0.071264
635.512037, 0.019663, 0.018190, 0.090589, 0.078846
641.369290, 0.020692, 0.020028, 0.090799, 0.073146
647.226544, 0.020380, 0.016241, 0.082955, 0.070949
653.083798, 0.015159, 0.013968, 0.061845, 0.070947
658.941052, 0.020203, 0.018316, 0.067610, 0.071285
664.798306, 0.023379, 0.018107, 0.079936, 0.075777
670.655559, 0.009147, 0.017848, 0.067274, 0.071737
676.512813, 0.000448, 0.017027, 0.050202, 0.069328
682.370067, -0.001763, 0.017757, 0.024500, 0.067822
688.227321, 0.006390, 0.017572, 0.047440, 0.066513
694.084574, -0.000718, 0.018428, 0.057654, 0.067951
699.941828, 0.031516, 0.019872, 0.065972, 0.066700
705.799082, 0.042465, 0.015383, 0.064488, 0.064972
711.656336, 0.019956, 0.017610, 0.045068, 0.062534
717.513590, 0.021581, 0.019130, 0.051373, 0.066869
723.370843, 0.025824, 0.013849, 0.073955, 0.066459
729.228097, 0.023211, 0.011858, 0.070969, 0.060385
735.085351, 0.006588, 0.016348, 0.055188, 0.063932
740.942605, 0.027796, 0.018843, 0.070694, 0.059773
746.799859, 0.023391, 0.016650, 0.073959, 0.062492
752.657112, 0.011534, 0.017404, 0.076766, 0.061765
758.514366, 0.013303, 0.020557, 0.074012, 0.061504
764.371620, -0.000657, 0.014328, 0.045206, 0.061792
770.228874, -0.007667, 0.014590, 0.033084, 0.061767
776.086128, -0.003604, 0.014881, 0.062288, 0.063363
781.943381, 0.011697, 0.015886, 0.076653, 0.063516
787.800635, 0.017993, 0.018467, 0.067277, 0.064521
793.657889, 0.018351, 0.015754, 0.057465, 0.060387
799.515143, 0.019891, 0.015221, 0.055068, 0.061498
805.372397, 0.027468, 0.016474, 0.071178, 0.059156
811.229650, 0.023929, 0.015129, 0.069898, 0.058425
817.086904, 0.014013, 0.016108, 0.056600, 0.056910
822.944158, 0.026542, 0.016447, 0.068141, 0.060424
828.801412, 0.024894, 0.014926, 0.064506, 0.055428
834.658666, 0.015355, 0.015640, 0.047383, 0.054686
840.515919, 0.016115, 0.016188, 0.060844, 0.058394
846.373173, 0.015461, 0.017655, 0.063461, 0.056401
852.230427, 0.007383, 0.016549, 0.063120, 0.059449
858.087681, 0.010822, 0.015765, 0.062884, 0.055984
863.944934, 0.016909, 0.014635, 0.060130, 0.058220
869.802188, -0.001924, 0.016448, 0.032634, 0.056024
875.659442, 0.004726, 0.017752, 0.055385, 0.054991
881.516696, 0.016455, 0.014532, 0.058927, 0.052671
887.373950, 0.019033, 0.016944, 0.054750, 0.056270
893.231203, 0.009344, 0.014480, 0.067299, 0.055637
899.088457, 0.006632, 0.016029, 0.072481, 0.059266
904.945711, 0.023920, 0.018095, 0.067391, 0.057014
910.802965, 0.025323, 0.016385, 0.056333, 0.053274
916.660219, 0.029811, 0.016287, 0.075688, 0.056821
922.517472, 0.018440, 0.016367, 0.065397, 0.056905
928.374726, 0.013175, 0.019011, 0.070013, 0.054813
934.231980, 0.010230, 0.016711, 0.054641, 0.051971
940.089234, 0.022252, 0.014606, 0.066147, 0.050219
945.946488, 0.015402, 0.015347, 0.073207, 0.049943
951.803741, -0.002153, 0.014126, 0.054265, 0.053362
957.660995, -0.004282, 0.014697, 0.025428, 0.052998
963.518249, 0.009693, 0.012642, 0.035964, 0.051364
969.375503, 0.018444, 0.017180, 0.040809, 0.052242
975.232757, 0.010551, 0.016520, 0.034812, 0.052815
981.090010, 0.009723, 0.016624, 0.044131, 0.052407
986.947264, 0.012100, 0.014459, 0.061988, 0.052630
992.804518, 0.005925, 0.012670, 0.041750, 0.048141
998.661772, 0.011009, 0.015430, 0.042283, 0.050320
1004.519025, 0.010390, 0.016927, 0.053163, 0.048312
1010.376279, -0.005302, 0.015678, 0.048521, 0.048591
1016.233533, -0.003570, 0.014443, 0.052943, 0.047896
1022.090787, 0.008148, 0.012754, 0.050511, 0.047275
1027.948041, 0.009985, 0.013070, 0.039890, 0.046285
1033.805294, 0.007341, 0.014768, 0.042284, 0.045495
1039.662548, 0.012350, 0.014935, 0.051931, 0.044440
1045.519802, 0.015591, 0.011154, 0.062388, 0.040702
1051.377056, 0.015884, 0.014679, 0.057220, 0.048059
1057.234310, 0.011461, 0.015292, 0.050408, 0.047833
1063.091563, 0.003216, 0.015473, 0.045103, 0.043751
1068.948817, 0.005393, 0.015520, 0.043048, 0.047150
1074.806071, 0.013166, 0.014201, 0.054846, 0.046421
1080.663325, 0.009739, 0.015439, 0.051646, 0.041214
1086.520579, 0.000420, 0.012146, 0.042512, 0.041043
1092.377832, 0.015991, 0.012732, 0.052080, 0.039525
1098.235086, 0.017811, 0.012263, 0.056542, 0.041950
1104.092340, 0.010331, 0.012926, 0.044060, 0.040227
1109.949594, 0.003271, 0.010636, 0.032443, 0.041086
1115.806848, 0.007637, 0.012259, 0.051636, 0.041369
1121.664101, 0.008256, 0.011330, 0.069978, 0.039062
1127.521355, 0.012176, 0.012551, 0.052404, 0.037876
1133.378609, 0.015769, 0.015735, 0.042224, 0.039519
1139.235863, 0.025780, 0.013043, 0.063354, 0.040545
1145.093117, 0.017267, 0.010739, 0.060459, 0.039493
1150.950370, 0.010696, 0.008694, 0.063032, 0.038574
1156.807624, 0.018377, 0.010790, 0.065339, 0.036107
1162.664878, 0.021147, 0.009712, 0.054790, 0.038841
1168.522132, 0.028433, 0.011459, 0.062914, 0.039525
1174.379385, 0.011259, 0.010095, 0.048467, 0.039634
1180.236639, -0.002898, 0.009687, 0.033729, 0.034514
1186.093893, 0.008619, 0.008081, 0.034953, 0.034248
1191.951147, 0.009814, 0.010816, 0.034619, 0.039085
1197.808401, 0.005292, 0.011568, 0.039406, 0.035167
1203.665654, 0.001583, 0.008358, 0.038047, 0.037400
1209.522908, 0.002317, 0.011663, 0.020441, 0.037422
1215.380162, 0.001276, 0.012790, 0.026823, 0.036233
1221.237416, 0.015689, 0.010971, 0.048621, 0.036081
1227.094670, 0.025632, 0.009121, 0.058305, 0.033240
1232.951923, 0.014399, 0.009500, 0.047788, 0.032917
1238.809177, 0.007355, 0.007761, 0.053424, 0.032044
1244.666431, 0.014904, 0.007483, 0.051617, 0.035445
1250.523685, 0.019553, 0.008120, 0.055164, 0.035906
1256.380939, 0.002327, 0.007380, 0.028496, 0.034921
1262.238192, 0.011944, 0.008791, 0.041186, 0.033045
1268.095446, 0.022381, 0.009327, 0.049823, 0.034547
1273.952700, 0.022125, 0.011305, 0.032568, 0.036746
1279.809954, 0.016420, 0.012210, 0.051036, 0.036043
1285.667208, 0.015693, 0.009716, 0.055811, 0.035815
1291.524461, 0.007048, 0.006809, 0.041446, 0.032105
1297.381715, 0.001452, 0.007251, 0.037550, 0.031570
1303.238969, 0.002956, 0.009436, 0.035109, 0.034427
1309.096223, 0.019874, 0.009775, 0.053698, 0.036456
1314.953477, 0.023455, 0.009586, 0.052688, 0.033652
1320.810730, 0.016180, 0.008029, 0.046585, 0.029520
1326.667984, 0.002017, 0.004728, 0.025395, 0.028631
1332.525238, 0.009703, 0.004094, 0.025936, 0.029044
1338.382492, 0.015008, 0.006419, 0.036923, 0.029273
1344.239745, 0.020604, 0.009897, 0.056391, 0.031366
1350.096999, 0.022331, 0.008780, 0.058302, 0.032251
1355.954253, 0.018897, 0.006316, 0.049742, 0.030342
1361.811507, 0.011241, 0.005794, 0.036862, 0.029269
1367.668761, 0.001108, 0.006938, 0.036908, 0.032274
1373.526014, -0.002136, 0.003004, 0.029652, 0.029932
1379.383268, 0.014065, 0.004001, 0.043204, 0.028323
1385.240522, 0.007184, 0.005358, 0.029917, 0.025600
1391.097776, 0.000944, 0.005855, 0.022641, 0.025152
1396.955030, 0.002874, 0.004252, 0.034395, 0.024908
