# # xx, g_mean, g_median, r_mean, r_median
2.928627, 83.506744, 75.046561, 340.272187, 292.791851
8.785881, 24.028818, 22.059699, 86.426254, 78.568366
14.643134, 9.815432, 9.468993, 34.302687, 32.946504
20.500388, 5.160142, 5.112675, 17.772884, 17.509145
26.357642, 3.168073, 3.174210, 10.639085, 10.585041
32.214896, 2.057374, 2.054273, 6.829913, 6.797096
38.072150, 1.414484, 1.422837, 4.688089, 4.721147
43.929403, 1.013497, 1.043203, 3.385777, 3.499799
49.786657, 0.796567, 0.807469, 2.622234, 2.720817
55.643911, 0.627897, 0.641506, 2.103084, 2.209923
61.501165, 0.504768, 0.569860, 1.593023, 1.860464
67.358419, 0.411014, 0.476109, 1.303682, 1.574781
73.215672, 0.384989, 0.408548, 1.187343, 1.335087
79.072926, 0.355016, 0.357401, 1.101581, 1.176765
84.930180, 0.290767, 0.333068, 0.981728, 1.054597
90.787434, 0.282823, 0.302667, 0.879343, 0.965253
96.644688, 0.272763, 0.278566, 0.789552, 0.871856
102.501941, 0.236462, 0.246614, 0.693332, 0.802086
108.359195, 0.220655, 0.226458, 0.689238, 0.754069
114.216449, 0.188184, 0.202695, 0.652926, 0.695417
120.073703, 0.020800, 0.197475, 0.513571, 0.645013
125.930957, 0.048783, 0.179969, 0.459974, 0.600572
131.788210, 0.117443, 0.168334, 0.446753, 0.553406
137.645464, 0.122895, 0.160732, 0.433576, 0.517142
143.502718, 0.141750, 0.149822, 0.447639, 0.484211
149.359972, 0.142206, 0.146415, 0.423159, 0.458043
155.217226, 0.115566, 0.130985, 0.371324, 0.433931
161.074479, 0.129508, 0.127045, 0.380123, 0.415005
166.931733, 0.120071, 0.121920, 0.339699, 0.394076
172.788987, 0.101293, 0.110816, 0.305819, 0.382678
178.646241, 0.105533, 0.107763, 0.333337, 0.364504
184.503494, 0.097185, 0.109875, 0.304256, 0.346011
190.360748, 0.096240, 0.098739, 0.273401, 0.324975
196.218002, 0.101563, 0.093267, 0.280623, 0.305819
202.075256, 0.104919, 0.091547, 0.298940, 0.300399
207.932510, 0.098903, 0.089602, 0.288909, 0.295433
213.789763, 0.087477, 0.081445, 0.277380, 0.277820
219.647017, 0.085145, 0.079968, 0.278629, 0.277936
225.504271, 0.096592, 0.084002, 0.271612, 0.271175
231.361525, 0.090691, 0.083123, 0.252850, 0.269144
237.218779, 0.080024, 0.079658, 0.226966, 0.256963
243.076032, 0.070423, 0.077567, 0.228725, 0.243675
248.933286, 0.090775, 0.077246, 0.242091, 0.234521
254.790540, 0.095391, 0.077132, 0.245932, 0.234214
260.647794, 0.083249, 0.069347, 0.227191, 0.224737
266.505048, 0.066812, 0.063303, 0.195107, 0.218923
272.362301, 0.063827, 0.061672, 0.190867, 0.208140
278.219555, 0.060923, 0.059507, 0.180096, 0.199969
284.076809, 0.060671, 0.057504, 0.175369, 0.195338
289.934063, 0.037901, 0.050955, 0.135163, 0.188046
295.791317, 0.060508, 0.050590, 0.176376, 0.183513
301.648570, 0.059990, 0.050412, 0.183935, 0.183934
307.505824, 0.060675, 0.053157, 0.180180, 0.184233
313.363078, 0.052268, 0.048087, 0.170939, 0.176999
319.220332, 0.057473, 0.047425, 0.170825, 0.168821
325.077586, 0.051234, 0.045359, 0.154451, 0.164661
330.934839, 0.030576, 0.044452, 0.099272, 0.159351
336.792093, 0.033111, 0.039920, 0.121449, 0.156086
342.649347, 0.037381, 0.038197, 0.149223, 0.157218
348.506601, 0.028476, 0.040713, 0.160176, 0.157654
354.363854, 0.011401, 0.035219, 0.118564, 0.151694
360.221108, 0.021426, 0.033971, 0.137009, 0.145671
366.078362, 0.042357, 0.032401, 0.150842, 0.143537
371.935616, 0.045958, 0.032801, 0.152777, 0.145403
377.792870, 0.039507, 0.032726, 0.138247, 0.142314
383.650123, 0.034812, 0.031401, 0.126318, 0.135908
389.507377, 0.025342, 0.028033, 0.131963, 0.132268
395.364631, 0.024705, 0.028770, 0.144335, 0.131797
401.221885, 0.024528, 0.026890, 0.132199, 0.127348
407.079139, 0.023565, 0.023750, 0.112207, 0.121694
412.936392, 0.020311, 0.023929, 0.103106, 0.123438
418.793646, 0.012466, 0.025487, 0.093187, 0.122705
424.650900, 0.000622, 0.022088, 0.081823, 0.119835
430.508154, -0.004514, 0.024053, 0.069575, 0.115168
436.365408, 0.025606, 0.023999, 0.114468, 0.116157
442.222661, 0.027327, 0.022439, 0.121454, 0.119950
448.079915, 0.008950, 0.019318, 0.116389, 0.111832
453.937169, 0.014620, 0.021533, 0.090979, 0.105517
459.794423, 0.025775, 0.018143, 0.099568, 0.104315
465.651677, 0.031858, 0.014659, 0.105608, 0.103924
471.508930, 0.034960, 0.018081, 0.111470, 0.107115
477.366184, 0.012582, 0.014606, 0.086441, 0.103202
483.223438, -0.009132, 0.015071, 0.069384, 0.097062
489.080692, 0.011109, 0.010093, 0.082704, 0.095344
494.937946, 0.023116, 0.013508, 0.104366, 0.096600
500.795199, 0.026969, 0.014429, 0.106497, 0.092628
506.652453, 0.030888, 0.019116, 0.098256, 0.088339
512.509707, 0.018952, 0.019753, 0.088959, 0.089576
518.366961, 0.021217, 0.016142, 0.090580, 0.092464
524.224214, 0.027145, 0.017854, 0.083698, 0.093880
