# # xx, g_mean, g_median, r_mean, r_median
2.928627, 83.640780, 75.112373, 341.358206, 293.687585
8.785881, 24.028383, 22.034177, 86.475338, 78.512309
14.643134, 9.803599, 9.457351, 34.263648, 32.905972
20.500388, 5.154599, 5.108072, 17.735721, 17.476381
26.357642, 3.160232, 3.170303, 10.598994, 10.547614
32.214896, 2.050555, 2.051765, 6.791876, 6.769360
38.072150, 1.406498, 1.417188, 4.648937, 4.687526
43.929403, 1.017629, 1.048265, 3.361608, 3.461319
49.786657, 0.793408, 0.805521, 2.591586, 2.689913
55.643911, 0.626494, 0.641289, 2.087069, 2.195878
61.501165, 0.504346, 0.573240, 1.574411, 1.845881
67.358419, 0.405787, 0.474289, 1.280589, 1.555985
73.215672, 0.381119, 0.407478, 1.167785, 1.321182
79.072926, 0.354054, 0.358247, 1.087745, 1.163707
84.930180, 0.273323, 0.333990, 0.970714, 1.044012
90.787434, 0.211298, 0.303279, 0.870726, 0.957065
96.644688, 0.198599, 0.281392, 0.781776, 0.867447
102.501941, 0.230307, 0.250070, 0.686382, 0.797347
108.359195, 0.222702, 0.230430, 0.680495, 0.746942
114.216449, 0.193165, 0.209538, 0.647011, 0.693106
120.073703, 0.025095, 0.204628, 0.514324, 0.645909
125.930957, 0.055442, 0.189005, 0.457479, 0.597747
131.788210, 0.122981, 0.175428, 0.445052, 0.552979
137.645464, 0.125816, 0.166182, 0.429479, 0.514713
143.502718, 0.147274, 0.156058, 0.450113, 0.484958
149.359972, 0.150651, 0.153390, 0.432292, 0.460666
155.217226, 0.121337, 0.137208, 0.376004, 0.437301
161.074479, 0.134999, 0.132950, 0.380190, 0.413374
166.931733, 0.130546, 0.129352, 0.347449, 0.395176
172.788987, 0.121281, 0.119110, 0.337043, 0.384974
178.646241, 0.105370, 0.117009, 0.338527, 0.368207
184.503494, 0.017368, 0.119325, 0.304835, 0.350227
190.360748, 0.024944, 0.107483, 0.277629, 0.330114
196.218002, 0.092728, 0.100108, 0.284357, 0.311870
202.075256, 0.109745, 0.097877, 0.301280, 0.306322
207.932510, 0.104036, 0.095390, 0.286302, 0.299329
213.789763, 0.091488, 0.087422, 0.278787, 0.282487
219.647017, 0.089566, 0.086676, 0.282090, 0.285162
225.504271, 0.102206, 0.090671, 0.274696, 0.275291
231.361525, 0.094991, 0.089982, 0.254750, 0.274463
237.218779, 0.085318, 0.087137, 0.230552, 0.263047
243.076032, 0.077910, 0.086128, 0.234138, 0.249574
248.933286, 0.097513, 0.084321, 0.247693, 0.241073
254.790540, 0.099935, 0.083351, 0.249207, 0.239575
260.647794, 0.087255, 0.074533, 0.228565, 0.228841
266.505048, 0.067628, 0.068315, 0.198861, 0.222627
272.362301, 0.043699, 0.067187, 0.195054, 0.213134
278.219555, 0.023515, 0.065906, 0.183481, 0.203306
284.076809, 0.060274, 0.062896, 0.181384, 0.199888
289.934063, 0.039772, 0.055287, 0.135583, 0.191025
295.791317, 0.065340, 0.056869, 0.180139, 0.187378
301.648570, 0.064671, 0.055925, 0.191056, 0.189183
307.505824, 0.063479, 0.058370, 0.183135, 0.188680
313.363078, 0.055457, 0.051998, 0.175167, 0.181239
319.220332, 0.061567, 0.051874, 0.178267, 0.175171
325.077586, 0.055360, 0.049803, 0.161397, 0.169511
330.934839, 0.033121, 0.048225, 0.104808, 0.165067
336.792093, 0.035623, 0.043978, 0.125129, 0.160776
342.649347, 0.039898, 0.041319, 0.158324, 0.162155
348.506601, 0.032365, 0.045256, 0.168348, 0.163969
354.363854, 0.018461, 0.041206, 0.131272, 0.159307
360.221108, 0.028095, 0.039573, 0.149755, 0.151747
366.078362, 0.045146, 0.037002, 0.153788, 0.148699
371.935616, 0.047810, 0.037279, 0.155141, 0.150961
377.792870, 0.041811, 0.036278, 0.142884, 0.147751
383.650123, 0.040035, 0.034638, 0.137483, 0.138544
389.507377, 0.028263, 0.031542, 0.138113, 0.134973
395.364631, 0.027761, 0.033343, 0.148277, 0.136027
401.221885, 0.026702, 0.030805, 0.136804, 0.132053
407.079139, 0.025389, 0.027919, 0.114482, 0.125221
412.936392, 0.020343, 0.026747, 0.103177, 0.125050
418.793646, 0.011702, 0.027644, 0.091779, 0.124334
424.650900, 0.002404, 0.023894, 0.084357, 0.121074
430.508154, 0.014155, 0.026814, 0.096367, 0.116427
436.365408, 0.029973, 0.026449, 0.120310, 0.117353
442.222661, 0.028489, 0.024920, 0.125003, 0.120613
448.079915, 0.011651, 0.022694, 0.121751, 0.114791
453.937169, 0.023012, 0.025392, 0.106562, 0.109143
459.794423, 0.028678, 0.021177, 0.104295, 0.107552
465.651677, 0.033804, 0.018323, 0.105133, 0.105510
471.508930, 0.036771, 0.021353, 0.112344, 0.109039
477.366184, 0.013757, 0.017598, 0.086803, 0.104728
483.223438, -0.006778, 0.018588, 0.071234, 0.098868
489.080692, 0.013695, 0.013526, 0.084244, 0.096751
494.937946, 0.021084, 0.016881, 0.095119, 0.096978
500.795199, 0.022258, 0.017989, 0.092064, 0.094420
506.652453, 0.030582, 0.022600, 0.092815, 0.090003
512.509707, 0.022664, 0.023915, 0.093771, 0.092550
518.366961, 0.025014, 0.020068, 0.095955, 0.094825
524.224214, 0.029351, 0.021713, 0.086017, 0.096267
530.081468, 0.018153, 0.023541, 0.075120, 0.097487
535.938722, 0.006651, 0.020515, 0.058804, 0.090143
541.795976, 0.016363, 0.018887, 0.079884, 0.088015
547.653230, 0.034079, 0.024939, 0.102252, 0.094920
553.510483, 0.030621, 0.025008, 0.099278, 0.095411
559.367737, 0.020542, 0.018853, 0.082959, 0.093657
565.224991, 0.016070, 0.017659, 0.080747, 0.084670
571.082245, 0.023259, 0.022049, 0.086675, 0.084100
576.939499, 0.020860, 0.017780, 0.091012, 0.086594
582.796752, 0.027316, 0.019379, 0.093219, 0.089228
588.654006, 0.030197, 0.018934, 0.086881, 0.079267
594.511260, 0.026417, 0.016041, 0.076733, 0.080979
600.368514, 0.021459, 0.017441, 0.069842, 0.081623
606.225768, 0.006516, 0.015808, 0.057896, 0.078784
612.083021, 0.019403, 0.016136, 0.068502, 0.077819
617.940275, 0.019734, 0.016906, 0.057051, 0.073572
623.797529, 0.024120, 0.016997, 0.071137, 0.076901
629.654783, 0.020295, 0.015827, 0.081030, 0.074003
635.512037, 0.012860, 0.018387, 0.077549, 0.080303
641.369290, 0.016715, 0.020663, 0.083583, 0.074708
647.226544, 0.019157, 0.017105, 0.083402, 0.074701
653.083798, 0.014124, 0.014511, 0.063892, 0.074897
658.941052, 0.013810, 0.019133, 0.064642, 0.074810
664.798306, 0.013834, 0.018953, 0.075274, 0.078521
670.655559, 0.005417, 0.018890, 0.064427, 0.075823
676.512813, 0.002284, 0.018705, 0.053862, 0.073688
682.370067, 0.001335, 0.019570, 0.030819, 0.073036
688.227321, 0.005029, 0.019553, 0.046494, 0.071909
694.084574, -0.003617, 0.020073, 0.054027, 0.071697
699.941828, 0.030074, 0.021545, 0.063664, 0.071149
705.799082, 0.041694, 0.017225, 0.062649, 0.069945
711.656336, 0.018573, 0.019268, 0.042414, 0.067086
717.513590, 0.019502, 0.020778, 0.048696, 0.071089
723.370843, 0.023471, 0.015220, 0.071949, 0.071050
729.228097, 0.020347, 0.013036, 0.067365, 0.064977
735.085351, 0.004225, 0.017279, 0.051949, 0.066912
740.942605, 0.026163, 0.019640, 0.069446, 0.063848
746.799859, 0.021372, 0.017305, 0.071068, 0.065559
752.657112, 0.008150, 0.018833, 0.069761, 0.065304
758.514366, 0.010089, 0.021902, 0.069246, 0.065477
764.371620, -0.003659, 0.016076, 0.040688, 0.064500
770.228874, -0.012881, 0.015916, 0.024317, 0.063982
776.086128, -0.010735, 0.015774, 0.052130, 0.065948
781.943381, 0.009591, 0.016878, 0.074348, 0.066229
787.800635, 0.016155, 0.019675, 0.064778, 0.067953
793.657889, 0.016560, 0.016526, 0.055076, 0.063826
799.515143, 0.021111, 0.015597, 0.058660, 0.063739
805.372397, 0.027402, 0.017403, 0.072694, 0.062138
811.229650, 0.021224, 0.016026, 0.065521, 0.060688
817.086904, 0.011664, 0.017178, 0.052919, 0.059233
822.944158, 0.024454, 0.016867, 0.064560, 0.062563
828.801412, 0.022787, 0.015611, 0.060639, 0.056756
834.658666, 0.012648, 0.016224, 0.042849, 0.056769
840.515919, 0.012648, 0.016789, 0.054860, 0.059595
846.373173, 0.012924, 0.018015, 0.057214, 0.057173
852.230427, 0.008905, 0.017197, 0.057550, 0.061318
858.087681, 0.009698, 0.016488, 0.058828, 0.058336
863.944934, 0.018651, 0.015528, 0.061538, 0.061197
869.802188, 0.004264, 0.017196, 0.040407, 0.058113
875.659442, 0.002293, 0.018089, 0.051152, 0.057005
881.516696, 0.014192, 0.015204, 0.054846, 0.054845
887.373950, 0.017295, 0.018123, 0.050903, 0.058007
893.231203, 0.006861, 0.015072, 0.063432, 0.057266
899.088457, 0.003996, 0.016697, 0.068229, 0.061171
904.945711, 0.021379, 0.018951, 0.062751, 0.059810
910.802965, 0.022937, 0.017489, 0.050470, 0.055511
916.660219, 0.027333, 0.016705, 0.070733, 0.059397
922.517472, 0.015245, 0.016887, 0.060493, 0.059546
928.374726, 0.010354, 0.019909, 0.066325, 0.057940
934.231980, 0.007789, 0.018275, 0.049135, 0.053694
940.089234, 0.020445, 0.015704, 0.062147, 0.053001
945.946488, 0.012919, 0.015799, 0.069799, 0.052447
951.803741, -0.004938, 0.015091, 0.051407, 0.055351
957.660995, -0.006011, 0.015709, 0.023446, 0.054502
963.518249, 0.007674, 0.013610, 0.031968, 0.053285
969.375503, 0.016268, 0.017837, 0.036552, 0.053768
975.232757, 0.008812, 0.017101, 0.034014, 0.055233
981.090010, 0.008755, 0.017954, 0.041607, 0.054845
986.947264, 0.012623, 0.015053, 0.057535, 0.054304
992.804518, 0.005476, 0.014192, 0.039776, 0.050622
998.661772, 0.013745, 0.016727, 0.047977, 0.052846
1004.519025, 0.011329, 0.018258, 0.054660, 0.050086
1010.376279, -0.007527, 0.016599, 0.044182, 0.050641
1016.233533, -0.004977, 0.016116, 0.048898, 0.049672
1022.090787, 0.007020, 0.014418, 0.046367, 0.049516
1027.948041, 0.009097, 0.014062, 0.037741, 0.047906
1033.805294, 0.005948, 0.016094, 0.038816, 0.048085
1039.662548, 0.010963, 0.016027, 0.048738, 0.046931
1045.519802, 0.017697, 0.012283, 0.064854, 0.043370
1051.377056, 0.017891, 0.016303, 0.059926, 0.050405
1057.234310, 0.010501, 0.016110, 0.050781, 0.050630
