# # xx, g_mean, g_median, r_mean, r_median
2.928627, 83.570653, 75.086449, 340.425552, 292.862081
8.785881, 23.839450, 21.859732, 85.811290, 77.897069
14.643134, 9.675155, 9.376000, 33.940712, 32.634983
20.500388, 5.112753, 5.068121, 17.585676, 17.324518
26.357642, 3.142596, 3.147436, 10.515946, 10.463855
32.214896, 2.047668, 2.041625, 6.746590, 6.720830
38.072150, 1.409703, 1.414422, 4.627900, 4.656204
43.929403, 0.997919, 1.024485, 3.331460, 3.436477
49.786657, 0.795369, 0.805755, 2.591243, 2.681569
55.643911, 0.631676, 0.641678, 2.086398, 2.183553
61.501165, 0.505350, 0.569426, 1.580324, 1.842874
67.358419, 0.413686, 0.477174, 1.296306, 1.561763
73.215672, 0.386848, 0.409021, 1.175887, 1.318877
79.072926, 0.355106, 0.356233, 1.091226, 1.162150
84.930180, 0.274901, 0.330610, 0.971318, 1.038859
90.787434, 0.210390, 0.297345, 0.867687, 0.949112
96.644688, 0.198874, 0.276315, 0.781437, 0.857758
102.501941, 0.233030, 0.247947, 0.688205, 0.790232
108.359195, 0.225225, 0.228603, 0.686620, 0.745984
114.216449, 0.194302, 0.206594, 0.650695, 0.690761
120.073703, 0.026836, 0.202139, 0.511729, 0.638546
125.930957, 0.054373, 0.184336, 0.456154, 0.592562
131.788210, 0.120410, 0.170062, 0.440256, 0.543622
137.645464, 0.125593, 0.162057, 0.429927, 0.506972
143.502718, 0.145677, 0.151776, 0.448925, 0.476746
149.359972, 0.146984, 0.149377, 0.427382, 0.454594
155.217226, 0.120057, 0.133273, 0.373517, 0.428569
161.074479, 0.137490, 0.131137, 0.384054, 0.408550
166.931733, 0.130023, 0.126882, 0.340879, 0.388513
172.788987, 0.113409, 0.116794, 0.307007, 0.378025
178.646241, 0.105410, 0.114405, 0.333359, 0.360541
184.503494, 0.019189, 0.116424, 0.303977, 0.342537
190.360748, 0.025041, 0.104010, 0.275596, 0.322674
196.218002, 0.092848, 0.097779, 0.281154, 0.302616
202.075256, 0.112916, 0.097346, 0.299978, 0.297557
207.932510, 0.107089, 0.093907, 0.292075, 0.294816
213.789763, 0.094593, 0.086630, 0.279744, 0.275860
