# # xx, g_mean, g_median, r_mean, r_median
2.928627, 83.794765, 75.233399, 341.661048, 294.156668
8.785881, 24.021198, 22.037740, 86.568698, 78.617585
14.643134, 9.809800, 9.456537, 34.302950, 32.923082
20.500388, 5.162167, 5.107754, 17.767535, 17.482722
26.357642, 3.175544, 3.177783, 10.624448, 10.567309
32.214896, 2.065078, 2.060424, 6.819506, 6.784800
38.072150, 1.416854, 1.420118, 4.682931, 4.711139
43.929403, 1.019859, 1.045255, 3.391944, 3.491552
49.786657, 0.799623, 0.808787, 2.617455, 2.710940
55.643911, 0.633473, 0.645597, 2.101032, 2.204618
61.501165, 0.512100, 0.578563, 1.592675, 1.859690
67.358419, 0.418574, 0.482963, 1.309405, 1.578742
73.215672, 0.395053, 0.414523, 1.198994, 1.339200
79.072926, 0.360932, 0.362179, 1.105157, 1.177010
84.930180, 0.278511, 0.336123, 0.985250, 1.052889
90.787434, 0.214581, 0.305102, 0.880583, 0.963372
96.644688, 0.203948, 0.282900, 0.796982, 0.875175
102.501941, 0.237149, 0.254100, 0.698702, 0.804303
108.359195, 0.228676, 0.233459, 0.694626, 0.756631
114.216449, 0.198721, 0.211137, 0.660390, 0.701483
120.073703, 0.030249, 0.206987, 0.523191, 0.650575
125.930957, 0.059792, 0.190649, 0.469481, 0.604684
131.788210, 0.128111, 0.177873, 0.458762, 0.559954
137.645464, 0.132530, 0.169020, 0.445185, 0.522718
143.502718, 0.149961, 0.157098, 0.458344, 0.489418
149.359972, 0.150985, 0.153917, 0.434487, 0.464289
155.217226, 0.125091, 0.139041, 0.383254, 0.441308
161.074479, 0.140791, 0.135571, 0.392860, 0.422137
166.931733, 0.133428, 0.131848, 0.351279, 0.401688
172.788987, 0.115720, 0.120892, 0.315088, 0.389817
178.646241, 0.108753, 0.118768, 0.341978, 0.371767
184.503494, 0.023275, 0.121058, 0.316000, 0.355011
190.360748, 0.029769, 0.109125, 0.285288, 0.333780
196.218002, 0.098359, 0.102478, 0.292637, 0.313619
202.075256, 0.116707, 0.100931, 0.310880, 0.308482
207.932510, 0.110211, 0.097161, 0.299559, 0.302812
213.789763, 0.096892, 0.090004, 0.285442, 0.284794
219.647017, 0.094790, 0.089169, 0.290521, 0.286732
225.504271, 0.105122, 0.091067, 0.282125, 0.277532
231.361525, 0.098730, 0.090195, 0.262319, 0.275523
237.218779, 0.089055, 0.087123, 0.237670, 0.263243
243.076032, 0.081098, 0.086358, 0.241601, 0.251070
248.933286, 0.100485, 0.084651, 0.253722, 0.239913
254.790540, 0.104062, 0.084446, 0.255666, 0.239399
260.647794, 0.091213, 0.075913, 0.234135, 0.228735
266.505048, 0.071879, 0.069838, 0.205297, 0.224730
272.362301, 0.049279, 0.068345, 0.204257, 0.214238
278.219555, 0.030051, 0.068850, 0.192129, 0.205262
284.076809, 0.064442, 0.065213, 0.184771, 0.200455
289.934063, 0.044024, 0.057155, 0.140323, 0.191922
295.791317, 0.069268, 0.058285, 0.183872, 0.186457
301.648570, 0.067677, 0.056239, 0.193059, 0.187888
307.505824, 0.067628, 0.059332, 0.186338, 0.186719
313.363078, 0.059306, 0.053521, 0.179447, 0.181326
319.220332, 0.066342, 0.053340, 0.183737, 0.173844
325.077586, 0.058490, 0.050938, 0.164565, 0.169342
330.934839, 0.038073, 0.050440, 0.106909, 0.162712
336.792093, 0.049748, 0.045223, 0.148982, 0.159361
342.649347, 0.054584, 0.042579, 0.166264, 0.160498
348.506601, 0.052122, 0.045786, 0.170931, 0.162331
354.363854, 0.024140, 0.041355, 0.128699, 0.155261
360.221108, 0.028996, 0.039787, 0.144984, 0.148703
366.078362, 0.048461, 0.037172, 0.158859, 0.145848
371.935616, 0.051232, 0.036704, 0.160360, 0.147814
377.792870, 0.047285, 0.036726, 0.152242, 0.143605
383.650123, 0.042646, 0.035085, 0.141241, 0.136577
389.507377, 0.030244, 0.031023, 0.138204, 0.132751
395.364631, 0.030331, 0.032338, 0.148621, 0.130836
401.221885, 0.035495, 0.030359, 0.136801, 0.128871
407.079139, 0.030663, 0.027114, 0.117731, 0.123467
412.936392, 0.024670, 0.026736, 0.106513, 0.123426
418.793646, 0.020731, 0.028144, 0.097020, 0.121673
